electricity-load-profile;service-water-demand-profile;drinking-water-demand;ghi-profile;air-temperature-profile;surface-roughness-profile;wind-speed-profile;timeindex
33.1335;0.0;0.0;0.0;281.2901611328;0.5917115211;8.573917621339225;2022-01-02T04:00:00Z
31.9671;0.0;0.0;0.0;281.1763305664;0.5919288397;8.152518333134962;2022-01-02T05:00:00Z
27.65108333333333;0.0;0.0;0.0;281.1340942383;0.5921058059;7.996782208576768;2022-01-02T06:00:00Z
0.00105;39.187111111111115;5.119;0.0;281.3273010254;0.5922163129;8.422778997929058;2022-01-02T07:00:00Z
29.66751666666667;17.877777777777776;0.1199999999999999;0.006453333333333333;281.7844238281;0.5922753811;8.887698038724396;2022-01-02T08:00:00Z
58.0002;24.093;20.119;0.030044444444444443;282.5789489746;0.5929013491;9.001868714992826;2022-01-02T09:00:00Z
70.0;0.0;0.0;0.06094222222222222;283.8035888672;0.5930321813;9.735337574267286;2022-01-02T10:00:00Z
70.00013333333334;0.0;0.0;0.08017777777777778;284.1318969727;0.5928847194;7.981630836910288;2022-01-02T11:00:00Z
66.83465;0.0;0.0;0.06371555555555555;283.8141479492;0.5929995775;6.560303943301833;2022-01-02T12:00:00Z
58.00203333333334;0.0;0.0;0.05333333333333333;283.5334472656;0.5930726528;9.979891458557178;2022-01-02T13:00:00Z
59.00201666666666;0.0;0.0;0.03623111111111111;283.5645751953;0.5929086208;11.317109218399354;2022-01-02T14:00:00Z
4.3359000000000005;0.0;0.0;0.004266666666666666;283.5114440918;0.5923120379;11.385404066866954;2022-01-02T15:00:00Z
179.66766666666666;0.0;0.0;0.0;283.8233032227;0.5915706754;11.997830281340038;2022-01-02T16:00:00Z
503.3339;0.0;0.0;0.0;284.1758728027;0.5907495022;11.45202877765149;2022-01-02T17:00:00Z
86.91684999999998;0.0;0.0;0.0;284.305267334;0.5897904634;11.894325213724215;2022-01-02T18:00:00Z
89.36669999999998;0.0;0.0;0.0;284.5977783203;0.5889035463;11.976161179491795;2022-01-02T19:00:00Z
79.88343333333333;0.0;0.0;0.0;284.4125061035;0.5884409547;11.247356964452242;2022-01-02T20:00:00Z
36.91793333333334;0.0;0.0;0.0;283.7955322266;0.5881682634;11.133774464862586;2022-01-02T21:00:00Z
344.75266666666664;0.0;0.0;0.0;283.8327026367;0.5889903903;9.992206507889213;2022-01-02T22:00:00Z
88.33578333333331;0.0;0.0;0.0;283.4135131836;0.5890563726;8.950233888204943;2022-01-02T23:00:00Z
30.10035;0.0;0.0;0.0;282.8942871094;0.589034915;8.63240905450538;2022-01-03T00:00:00Z
38.96683333333333;0.0;0.0;0.0;282.0241088867;0.5897966027;8.959540210536181;2022-01-03T01:00:00Z
27.883866666666663;0.0;0.0;0.0;281.5979309082;0.5927363634;10.127839894912004;2022-01-03T02:00:00Z
30.80048333333333;0.0;0.0;0.0;281.8751220703;0.593113184;10.732962865112524;2022-01-03T03:00:00Z
34.41685;0.0;0.0;0.0;282.0256958008;0.5931774974;12.98681207578355;2022-01-03T04:00:00Z
34.184533333333334;0.0;0.0;0.0;281.8012695312;0.5931972861;13.768715862756752;2022-01-03T05:00:00Z
33.602133333333335;0.0;0.0;0.0;281.4347229004;0.5931971073;13.919180810854673;2022-01-03T06:00:00Z
47.167983333333325;4.559444444444444;0.1199999999999999;0.0;281.3885498047;0.5929428935;12.076765028272865;2022-01-03T07:00:00Z
68.3335;19.65355555555556;5.119;0.004568888888888889;281.2674560547;0.592325747;11.120777019524306;2022-01-03T08:00:00Z
60.83425;55.169111111111114;20.119;0.04403555555555555;281.4655456543;0.591524899;10.310123549324917;2022-01-03T09:00:00Z
62.0008;0.0;0.0;0.07518222222222222;281.8909606934;0.5910840631;10.440294364559008;2022-01-03T10:00:00Z
33.834199999999996;0.0;0.0;0.12977777777777777;282.40234375;0.5898178816;10.39863924719779;2022-01-03T11:00:00Z
437.00055;0.0;0.0;0.11626666666666666;282.6819152832;0.5887660384;10.571858776298786;2022-01-03T12:00:00Z
26.668649999999996;0.0;0.0;0.11329777777777778;282.5798034668;0.5880587101;10.211773175505224;2022-01-03T13:00:00Z
10.001999999999997;0.0;0.0;0.056106666666666666;282.4458312988;0.5876934528;10.271723860704114;2022-01-03T14:00:00Z
44.33498333333334;0.0;0.0;0.019164444444444442;282.1089172363;0.5874530077;9.7759574084817;2022-01-03T15:00:00Z
98.00215;0.0;0.0;0.0;281.6897583008;0.5873544812;9.835714155365;2022-01-03T16:00:00Z
244.8352;0.0;0.0;0.0;281.2668457031;0.5872861743;9.47906719482773;2022-01-03T17:00:00Z
78.6337;0.0;0.0;0.0;280.752746582;0.5872542262;9.834072850656625;2022-01-03T18:00:00Z
96.86676666666665;0.0;0.0;0.0;280.67578125;0.5871925354;8.664436500635334;2022-01-03T19:00:00Z
95.55025;0.0;0.0;0.0;280.3403930664;0.5871961713;9.188903512719484;2022-01-03T20:00:00Z
78.26773333333334;0.0;0.0;0.0;280.3296203613;0.5873063207;9.417222928676509;2022-01-03T21:00:00Z
87.88533333333332;0.0;0.0;0.0;279.9286499023;0.5878446102;9.092381368474253;2022-01-03T22:00:00Z
402.60256666666663;0.0;0.0;0.0;279.6983032227;0.5877584815;8.61715668646853;2022-01-03T23:00:00Z
30.567566666666668;0.0;0.0;0.0;279.4492797852;0.5877113938;8.555537913408992;2022-01-04T00:00:00Z
31.150616666666664;0.0;0.0;0.0;279.4694824219;0.5876752734;8.67719764446111;2022-01-04T01:00:00Z
34.766683333333326;0.0;0.0;0.0;279.7036132812;0.5876294374;8.201004944873004;2022-01-04T02:00:00Z
36.050066666666666;0.0;0.0;0.0;279.434753418;0.587629199;7.7749339597307925;2022-01-04T03:00:00Z
33.48355;0.0;0.0;0.0;279.2678222656;0.5876526833;7.442798824029457;2022-01-04T04:00:00Z
37.45061666666666;0.0;0.0;0.0;278.9952392578;0.587744236;6.727090368135211;2022-01-04T05:00:00Z
35.5849;0.0;0.0;0.0;279.0037231445;0.5878683925;6.706342170445771;2022-01-04T06:00:00Z
9.6845;39.187111111111115;5.119;0.0;279.0502319336;0.5879803896;6.333336904166101;2022-01-04T07:00:00Z
23.66718333333333;12.550444444444445;20.119;0.00464;279.2506713867;0.5881301165;6.553936345215686;2022-01-04T08:00:00Z
41.00131666666665;27.644555555555552;0.1199999999999999;0.02796444444444444;279.5654296875;0.5883124471;6.165887840929284;2022-01-04T09:00:00Z
52.00113333333333;0.0;0.0;0.06291555555555556;279.5978088379;0.5923855305;5.681128090709294;2022-01-04T10:00:00Z
50.50078333333333;0.0;0.0;0.06471111111111111;279.8268432617;0.5929902792;5.698122135374648;2022-01-04T11:00:00Z
70.00065;0.0;0.0;0.0679111111111111;279.8176574707;0.5929905772;5.453771636136836;2022-01-04T12:00:00Z
136.6676;0.0;0.0;0.048764444444444444;280.0121459961;0.5929905176;5.388746732293592;2022-01-04T13:00:00Z
70.001;0.0;0.0;0.026417777777777776;279.9502258301;0.5929972529;6.438521593284125;2022-01-04T14:00:00Z
503.3339;0.0;0.0;0.011608888888888887;279.6895141602;0.5930053592;6.5979121065838;2022-01-04T15:00:00Z
181.00145;0.0;0.0;0.0;279.3031311035;0.5930178165;7.754386783325224;2022-01-04T16:00:00Z
553.4506333333334;0.0;0.0;0.0;279.1128540039;0.5930433869;8.66220567275155;2022-01-04T17:00:00Z
86.33393333333333;0.0;0.0;0.0;279.0071411133;0.5930390358;8.346691324691852;2022-01-04T18:00:00Z
87.61693333333332;0.0;0.0;0.0;279.2549133301;0.5930310488;7.754283464742698;2022-01-04T19:00:00Z
88.43356666666665;0.0;0.0;0.0;279.1227416992;0.5930196643;7.195745865995863;2022-01-04T20:00:00Z
64.08515;0.0;0.0;0.0;278.7680969238;0.5930202007;6.951301925757158;2022-01-04T21:00:00Z
19.1361;0.0;0.0;0.0;278.475402832;0.5929210782;6.644388571751581;2022-01-04T22:00:00Z
26.71806666666667;0.0;0.0;0.0;277.7389526367;0.5928894877;5.963804312550868;2022-01-04T23:00:00Z
40.133633333333336;0.0;0.0;0.0;276.6828918457;0.5929065943;4.86594093545202;2022-01-05T00:00:00Z
38.616716666666655;0.0;0.0;0.0;276.021484375;0.5928902626;6.001483654072707;2022-01-05T01:00:00Z
36.283383333333326;0.0;0.0;0.0;275.9212036133;0.5928446054;6.598591468960056;2022-01-05T02:00:00Z
28.58373333333333;0.0;0.0;0.0;275.7353515625;0.5928685665;6.606811735928489;2022-01-05T03:00:00Z
37.10015;0.0;0.0;0.0;275.4963378906;0.5929177999;6.384989556570642;2022-01-05T04:00:00Z
45.033583333333326;0.0;0.0;0.0;275.3165588379;0.5928942561;6.941845278767526;2022-01-05T05:00:00Z
28.116733333333336;0.0;0.0;0.0;275.2029418945;0.5929435492;7.515154276897394;2022-01-05T06:00:00Z
9.783866666666668;50.72966666666667;0.1199999999999999;0.0;275.3157958984;0.5930377245;8.314333321804746;2022-01-05T07:00:00Z
33.000733333333336;28.532444444444444;25.118;0.0077688888888888885;275.2861938477;0.5928744674;9.053716129715399;2022-01-05T08:00:00Z
63.66688333333334;0.1199999999999999;0.1199999999999999;0.06078222222222222;275.5681762695;0.5922092199;9.556590388597593;2022-01-05T09:00:00Z
70.0;0.0;0.0;0.14538666666666666;276.0689086914;0.5906825662;9.276182745435673;2022-01-05T10:00:00Z
65.3338;0.0;0.0;0.20323555555555553;276.6282348633;0.5898194313;9.411576890953961;2022-01-05T11:00:00Z
44.16838333333334;0.0;0.0;0.19978666666666664;277.0455322266;0.5891004205;11.27301795283287;2022-01-05T12:00:00Z
750.33395;0.0;0.0;0.12448;277.1135253906;0.5887252688;11.366998225950166;2022-01-05T13:00:00Z
70.001;0.0;0.0;0.06165333333333333;276.6226806641;0.5884947181;11.784958878791342;2022-01-05T14:00:00Z
70.001;0.0;0.0;0.015608888888888887;276.0076904297;0.5890685916;11.30213869069638;2022-01-05T15:00:00Z
53.001283333333326;0.0;0.0;0.0;275.2819824219;0.5891993642;10.903537706420217;2022-01-05T16:00:00Z
494.81743333333327;0.0;0.0;0.0;275.7759094238;0.5900126696;10.780468463127535;2022-01-05T17:00:00Z
86.23425;0.0;0.0;0.0;276.6337890625;0.5912239552;11.001149565053762;2022-01-05T18:00:00Z
86.4172;0.0;0.0;0.0;276.7523803711;0.5919988751;11.529093877371619;2022-01-05T19:00:00Z
90.20003333333331;0.0;0.0;0.0;277.1141357422;0.591612339;11.266670886624613;2022-01-05T20:00:00Z
73.18363333333332;0.0;0.0;0.0;277.1663818359;0.5914912224;10.519472596520915;2022-01-05T21:00:00Z
53.63536666666666;0.0;0.0;0.0;276.9783935547;0.5921384096;8.794544556096445;2022-01-05T22:00:00Z
6.418200000000001;0.0;0.0;0.0;276.8901977539;0.5919648409;8.75954033121285;2022-01-05T23:00:00Z
30.5668;0.0;0.0;0.0;276.3711547852;0.5919152498;8.938988725438797;2022-01-06T00:00:00Z
37.91675;0.0;0.0;0.0;275.8160095215;0.5921995044;9.653740879003129;2022-01-06T01:00:00Z
34.88348333333333;0.0;0.0;0.0;275.0797729492;0.5923130512;9.971247062665693;2022-01-06T02:00:00Z
33.25021666666667;0.0;0.0;0.0;274.5728149414;0.5920988321;9.92206086609552;2022-01-06T03:00:00Z
28.46685;0.0;0.0;0.0;274.1783447266;0.5916282535;9.293051112176363;2022-01-06T04:00:00Z
31.383483333333327;0.0;0.0;0.0;273.4793701172;0.5912339687;8.755634607830592;2022-01-06T05:00:00Z
28.46675;0.0;0.0;0.0;272.796295166;0.5909309983;8.463833315116618;2022-01-06T06:00:00Z
8.033366666666666;6.335222222222222;5.118999999999999;0.0;272.2420043945;0.590754509;8.816712530801254;2022-01-06T07:00:00Z
46.00081666666667;66.71166666666666;20.119;0.012284444444444443;272.5487670898;0.5906162262;8.984077418982292;2022-01-06T08:00:00Z
37.167366666666666;9.886777777777777;0.1199999999999999;0.08188444444444444;273.366394043;0.5902237892;8.767256737078528;2022-01-06T09:00:00Z
62.6674;0.0;0.0;0.1475911111111111;274.1594848633;0.5894060731;7.962409830947178;2022-01-06T10:00:00Z
62.3341;0.0;0.0;0.21237333333333333;275.0060424805;0.5887073278;6.991718497668452;2022-01-06T11:00:00Z
67.66786666666667;0.0;0.0;0.20903111111111108;275.6011352539;0.58812958;6.082144250336191;2022-01-06T12:00:00Z
195.335;0.0;0.0;0.18858666666666665;275.9277954102;0.5877557993;4.845871872937608;2022-01-06T13:00:00Z
712.1677166666667;0.0;0.0;0.11857777777777777;275.6576538086;0.5875977278;4.258455071046555;2022-01-06T14:00:00Z
210.66825;0.0;0.0;0.03623111111111111;273.9674682617;0.5875694752;4.279064982447152;2022-01-06T15:00:00Z
59.00118333333333;0.0;0.0;0.0;272.3678588867;0.5875943303;4.811647257023444;2022-01-06T16:00:00Z
58.43438333333334;0.0;0.0;0.0;271.8912353516;0.5876521468;5.034631638775427;2022-01-06T17:00:00Z
68.06693333333334;0.0;0.0;0.0;271.8397216797;0.5877245069;5.721670227414955;2022-01-06T18:00:00Z
62.8837;0.0;0.0;0.0;272.0018005371;0.5878253579;6.31591060889078;2022-01-06T19:00:00Z
84.68365;0.0;0.0;0.0;272.2401733398;0.5879401565;6.602528883021937;2022-01-06T20:00:00Z
67.26729999999999;0.0;0.0;0.0;272.0050048828;0.5880511403;6.542128324577637;2022-01-06T21:00:00Z
66.3853;0.0;0.0;0.0;271.6072387695;0.5882279873;6.902829474586135;2022-01-06T22:00:00Z
69.16798333333334;0.0;0.0;0.0;271.388092041;0.5883865356;7.116599130141884;2022-01-06T23:00:00Z
0.0;0.0;0.0;0.0;271.448425293;0.588508904;7.077530156044402;2022-01-07T00:00:00Z
0.0;0.0;0.0;0.0;271.4059143066;0.5885719657;7.057054008005609;2022-01-07T01:00:00Z
0.0;0.0;0.0;0.0;271.2769775391;0.5886539817;7.165351681088251;2022-01-07T02:00:00Z
0.0;0.0;0.0;0.0;271.1891174316;0.5887268782;7.378897343142293;2022-01-07T03:00:00Z
0.0;0.0;0.0;0.0;271.1933898926;0.5887609124;7.729767557753443;2022-01-07T04:00:00Z
0.0;0.0;0.0;0.0;271.4881591797;0.5887340903;7.902253464551665;2022-01-07T05:00:00Z
0.0;0.0;0.0;0.0;271.8359985352;0.5886484981;8.119967128693768;2022-01-07T06:00:00Z
0.0;1.8957777777777776;5.119;0.0;272.1875610352;0.5885512233;8.614049050786392;2022-01-07T07:00:00Z
0.0;27.644555555555556;20.119;0.007928888888888888;272.736328125;0.5884187818;8.984612189000044;2022-01-07T08:00:00Z
0.0;52.50544444444444;0.1199999999999999;0.04801777777777778;273.3732910156;0.5881891847;9.199858577439894;2022-01-07T09:00:00Z
0.0;0.0;0.0;0.09144888888888889;274.1862792969;0.5880282521;9.203196677952814;2022-01-07T10:00:00Z
0.0;0.0;0.0;0.12448;274.9750061035;0.5879638195;9.10389089117244;2022-01-07T11:00:00Z
0.0;0.0;0.0;0.10190222222222221;275.1322937012;0.5881999135;9.49223573171654;2022-01-07T12:00:00Z
0.0;0.0;0.0;0.09086222222222222;274.8533935547;0.5883716345;8.902074812986282;2022-01-07T13:00:00Z
0.0;0.0;0.0;0.060337777777777775;274.5623168945;0.5885706544;8.20986460923968;2022-01-07T14:00:00Z
0.0;0.0;0.0;0.017208888888888888;274.2922363281;0.5886978507;8.041164830481579;2022-01-07T15:00:00Z
0.0;0.0;0.0;0.0;274.2708129883;0.5889185667;7.568603566157022;2022-01-07T16:00:00Z
0.0;0.0;0.0;0.0;274.4035644531;0.5890524983;7.71469123470434;2022-01-07T17:00:00Z
0.0;0.0;0.0;0.0;274.3233032227;0.5891026258;7.441212439393815;2022-01-07T18:00:00Z
0.0;0.0;0.0;0.0;274.3332824707;0.5891865492;7.155677393069129;2022-01-07T19:00:00Z
0.0;0.0;0.0;0.0;274.3206176758;0.5892711878;7.270295492666437;2022-01-07T20:00:00Z
0.0;0.0;0.0;0.0;274.2255554199;0.5893319845;7.166972455439939;2022-01-07T21:00:00Z
0.0;0.0;0.0;0.0;273.8815917969;0.5892122984;7.3367523386589975;2022-01-07T22:00:00Z
0.0;0.0;0.0;0.0;273.8493041992;0.589312315;7.329898055257574;2022-01-07T23:00:00Z
31.266866666666665;0.0;0.0;0.0;273.8308105469;0.5895795822;7.50534238346715;2022-01-08T00:00:00Z
31.150266666666663;0.0;0.0;0.0;273.7299804688;0.5898191929;7.6481661086449275;2022-01-08T01:00:00Z
31.033433333333328;0.0;0.0;0.0;273.3681640625;0.5899394751;7.512101421566375;2022-01-08T02:00:00Z
32.5501;0.0;0.0;0.0;273.2941894531;0.590061605;7.497812000473165;2022-01-08T03:00:00Z
39.31671666666666;0.0;0.0;0.0;273.5474853516;0.5900442004;7.495755960329512;2022-01-08T04:00:00Z
35.817116666666664;0.0;0.0;0.0;273.8636474609;0.5899415612;6.454519224239888;2022-01-08T05:00:00Z
40.217766666666655;0.0;0.0;0.0;274.0040283203;0.589920342;5.948534726950623;2022-01-08T06:00:00Z
21.666966666666667;17.877777777777776;25.118;0.0;273.9982910156;0.5899080634;6.195286191074422;2022-01-08T07:00:00Z
45.000183333333325;19.65355555555556;0.1199999999999999;0.00814222222222222;273.6789245605;0.5898644924;6.104264277868231;2022-01-08T08:00:00Z
66.00006666666667;37.41133333333333;0.1199999999999999;0.053119999999999994;273.8983459473;0.5897248983;5.762038433137935;2022-01-08T09:00:00Z
59.000183333333325;0.0;0.0;0.11715555555555555;274.5834350586;0.589684248;5.545075946076899;2022-01-08T10:00:00Z
52.0003;0.0;0.0;0.15534222222222221;274.8953552246;0.5893737674;5.144725080947503;2022-01-08T11:00:00Z
59.0006;0.0;0.0;0.1675911111111111;275.3538208008;0.5890345573;6.223285701355137;2022-01-08T12:00:00Z
37.00155;0.0;0.0;0.15573333333333333;275.5703735352;0.5887475014;5.833852870640664;2022-01-08T13:00:00Z
181.1684;0.0;0.0;0.0986311111111111;275.4549560547;0.5886049867;5.099935650655594;2022-01-08T14:00:00Z
586.00185;0.0;0.0;0.02983111111111111;274.98828125;0.5885685086;5.5885747029758575;2022-01-08T15:00:00Z
260.0018;0.0;0.0;0.00010666666666666667;274.622467041;0.5885618329;6.374552498558268;2022-01-08T16:00:00Z
66.85146666666667;0.0;0.0;0.0;274.5682373047;0.5885492563;6.361508477921007;2022-01-08T17:00:00Z
81.1846;0.0;0.0;0.0;274.3553771973;0.5885965228;6.561246545303217;2022-01-08T18:00:00Z
80.88434999999998;0.0;0.0;0.0;273.9765014648;0.5886191726;7.325851402148385;2022-01-08T19:00:00Z
75.83375000000001;0.0;0.0;0.0;273.5333862305;0.5886641145;7.762221274187586;2022-01-08T20:00:00Z
48.66755;0.0;0.0;0.0;273.1746520996;0.5887047648;8.181955376869084;2022-01-08T21:00:00Z
54.35196666666666;0.0;0.0;0.0;272.7860107422;0.5882949233;8.970063315691343;2022-01-08T22:00:00Z
236.26795;0.0;0.0;0.0;272.5100708008;0.5882843733;9.289621949729547;2022-01-08T23:00:00Z
29.16701666666667;0.0;0.0;0.0;272.2849731445;0.5882555246;9.862591473749884;2022-01-09T00:00:00Z
38.85011666666666;0.0;0.0;0.0;272.3089599609;0.588173151;9.78517138028726;2022-01-09T01:00:00Z
36.63356666666667;0.0;0.0;0.0;272.0769348145;0.5880545378;9.43136786804854;2022-01-09T02:00:00Z
28.933366666666664;0.0;0.0;0.0;272.2783203125;0.5879559517;9.364772054154644;2022-01-09T03:00:00Z
26.3669;0.0;0.0;0.0;272.4490356445;0.5878508687;9.26474043724312;2022-01-09T04:00:00Z
29.98358333333333;0.0;0.0;0.0;272.5305786133;0.5877590179;9.276745790809954;2022-01-09T05:00:00Z
21.350933333333334;0.0;0.0;0.0;272.7011108398;0.5876834393;9.364071618356347;2022-01-09T06:00:00Z
10.216899999999997;6.335222222222222;25.118;0.0;272.8229370117;0.5876126289;9.115805801393176;2022-01-09T07:00:00Z
30.333883333333336;54.28122222222222;0.1199999999999999;0.00983111111111111;273.2312011719;0.5875476599;8.830267438222748;2022-01-09T08:00:00Z
59.000183333333325;19.65355555555556;0.1199999999999999;0.04712888888888889;273.6657714844;0.5874564648;8.417535118065317;2022-01-09T09:00:00Z
58.0002;0.0;0.0;0.07285333333333333;274.2845153809;0.5873571038;7.056227495434977;2022-01-09T10:00:00Z
64.0001;0.0;0.0;0.07363555555555555;274.900604248;0.5872998238;6.785028410490184;2022-01-09T11:00:00Z
70.00046666666667;0.0;0.0;0.11471999999999999;275.4942626953;0.5872719884;6.444446940625536;2022-01-09T12:00:00Z
93.83525;0.0;0.0;0.10286222222222222;275.7453308105;0.5872709751;5.597574664562422;2022-01-09T13:00:00Z
432.16775;0.0;0.0;0.05466666666666666;275.6090698242;0.5873638988;5.4097482953388205;2022-01-09T14:00:00Z
66.3347;0.0;0.0;0.012284444444444443;275.4798583984;0.5879157186;4.911889198519144;2022-01-09T15:00:00Z
63.16835;0.0;0.0;3.555555555555555e-05;275.3040771484;0.5885733962;4.203411373804736;2022-01-09T16:00:00Z
61.268066666666655;0.0;0.0;0.0;275.2181091309;0.5892747641;4.144980531580438;2022-01-09T17:00:00Z
74.91693333333333;0.0;0.0;0.0;275.2298583984;0.5901575089;4.270446192082417;2022-01-09T18:00:00Z
79.51678333333332;0.0;0.0;0.0;275.0079345703;0.5914563537;4.509310449758121;2022-01-09T19:00:00Z
83.66688333333333;0.0;0.0;0.0;274.8131103516;0.5919286609;4.182865155057953;2022-01-09T20:00:00Z
77.86689999999999;0.0;0.0;0.0;274.7969360352;0.5925841331;3.835172747941208;2022-01-09T21:00:00Z
641.41725;0.0;0.0;0.0;275.8651733398;0.5930014253;5.306162684189342;2022-01-09T22:00:00Z
236.16838333333328;0.0;0.0;0.0;276.178527832;0.5929970145;5.280807260437065;2022-01-09T23:00:00Z
30.45028333333333;0.0;0.0;0.0;276.2115478516;0.5929942727;4.78353372827533;2022-01-10T00:00:00Z
28.35013333333333;0.0;0.0;0.0;276.524597168;0.5929929018;4.357798057734031;2022-01-10T01:00:00Z
31.96695;0.0;0.0;0.0;276.4511108398;0.5929889083;4.7581518072815925;2022-01-10T02:00:00Z
31.38365;0.0;0.0;0.0;276.6020202637;0.5929893255;5.621115406938868;2022-01-10T03:00:00Z
34.06695;0.0;0.0;0.0;276.4885864258;0.592992425;5.300403736600688;2022-01-10T04:00:00Z
35.700516666666665;0.0;0.0;0.0;276.3686523438;0.593008697;4.399739657203605;2022-01-10T05:00:00Z
23.5678;0.0;0.0;0.0;276.2918395996;0.5930272937;3.4345454839424505;2022-01-10T06:00:00Z
71.3506;42.73866666666667;20.119;0.0;276.060546875;0.5930269361;2.9452367517754543;2022-01-10T07:00:00Z
70.0;0.1199999999999999;0.1199999999999999;0.002257777777777778;275.9088134766;0.5929885507;2.232051668973089;2022-01-10T08:00:00Z
13.00095;45.40233333333333;5.119;0.017493333333333333;275.9353027344;0.5928953886;2.0971675123236664;2022-01-10T09:00:00Z
59.000183333333325;0.0;0.0;0.02718222222222222;276.2055664062;0.5926847458;1.9333402845299676;2022-01-10T10:00:00Z
37.00055;0.0;0.0;0.042986666666666666;276.3968505859;0.5925257802;1.9607219019856843;2022-01-10T11:00:00Z
63.000600000000006;0.0;0.0;0.08152888888888889;276.5355529785;0.592242837;1.6774624694489753;2022-01-10T12:00:00Z
47.16836666666666;0.0;0.0;0.07265777777777778;276.4401855469;0.5921945572;2.011385310920931;2022-01-10T13:00:00Z
18.16885;0.0;0.0;0.046008888888888884;276.2203369141;0.5919471979;2.8658702566552616;2022-01-10T14:00:00Z
601.3346166666665;0.0;0.0;0.017155555555555556;275.8397827148;0.5918517113;3.7641831768093534;2022-01-10T15:00:00Z
67.00105;0.0;0.0;0.00017777777777777776;275.0964660645;0.5917598009;4.284490472905282;2022-01-10T16:00:00Z
108.11766666666666;0.0;0.0;0.0;274.1051635742;0.5916060209;4.4613642327763285;2022-01-10T17:00:00Z
85.86773333333333;0.0;0.0;0.0;273.4858093262;0.5913836956;4.517314138303191;2022-01-10T18:00:00Z
65.81766666666667;0.0;0.0;0.0;272.5550537109;0.5911512375;4.767975403023177;2022-01-10T19:00:00Z
70.41781666666667;0.0;0.0;0.0;272.109375;0.590926528;4.776462767635556;2022-01-10T20:00:00Z
64.00135;0.0;0.0;0.0;271.729675293;0.5907444358;5.0134554917710785;2022-01-10T21:00:00Z
30.30288333333333;0.0;0.0;0.0;271.8835449219;0.59065485;4.781963803226744;2022-01-10T22:00:00Z
