human-urine-profile;human-feces-profile;animal-urine-profile;animal-feces-profile;household-grey-water-profile;air-temperature-profile;ghi-profile;drinking-water-demand;electricity-load-profile;cf-aware-profile;timeindex
6.06e-05;0.010438653;0.001171101;1.615588559;0.00232992;28.4213562012;3.2355556488;2.199024;45.49705011666675;2.64;2023-01-01T18:00:00Z
6.11e-05;0.010720216;0.001204103;1.673058646;0.002374726;27.2892150879;0.0;11.100303333333365;35.6410200166667;2.64;2023-01-01T19:00:00Z
6.05e-05;0.009843428;0.001294901;1.779946141;0.002433803;26.9438171387;0.0;10.52602833333336;32.63168768333337;2.64;2023-01-01T20:00:00Z
6.55e-05;0.011012877;0.001283454;1.683581917;0.002439769;26.1093139648;0.0;0.0;22.45134468333337;2.64;2023-01-01T21:00:00Z
6.19e-05;0.010886245;0.001170259;1.710600113;0.002435319;24.9541320801;0.0;0.0;5.417554250000008;2.64;2023-01-01T22:00:00Z
5.88e-05;0.010678382;0.001263058;1.826179751;0.002424494;24.4908752441;0.0;0.0;0.4453791499999997;2.64;2023-01-01T23:00:00Z
6.39e-05;0.010885862;0.001212931;1.609931086;0.002514845;23.4981384277;0.0;0.0;2.1801127999999994;2.64;2023-01-02T00:00:00Z
6.69e-05;0.010060558;0.001316874;1.493623765;0.002512964;23.509552002;0.0;0.0;5.687600083333338;2.64;2023-01-02T01:00:00Z
6.94e-05;0.010352661;0.001254464;1.596790175;0.002320488;21.657989502;0.0;0.0;7.82508583333334;2.64;2023-01-02T02:00:00Z
5.67e-05;0.009929287;0.001213958;1.676028862;0.002349036;20.839050293;0.0;0.0;9.89507238333334;2.64;2023-01-02T03:00:00Z
6.09e-05;0.010277142;0.001224137;1.831082732;0.002421691;20.3706359863;0.0;0.0;11.148788550000008;2.64;2023-01-02T04:00:00Z
6.15e-05;0.010692893;0.001282086;1.817958681;0.002517653;20.9501647949;58.8622207642;0.431092000000001;17.19951806666668;2.64;2023-01-02T05:00:00Z
6.13e-05;0.010056427;0.001246151;1.621791371;0.002520438;23.9977722168;263.9111022949;11.773734000000031;31.738631700000063;2.64;2023-01-02T06:00:00Z
5.96e-05;0.010210024;0.001331672;1.593619846;0.00266214;27.2476196289;521.7422485352;36.69988233333339;28.79806030000005;2.64;2023-01-02T07:00:00Z
6.05e-05;0.010058764;0.001393662;1.731611651;0.002671783;28.4195861816;745.7777709961;33.414503666666704;38.24816503333335;2.64;2023-01-02T08:00:00Z
6.18e-05;0.009976455;0.001372095;1.67246909;0.00245349;29.3137207031;925.5999755859;12.038393833333354;63.37144793333333;2.64;2023-01-02T09:00:00Z
6.28e-05;0.010067059;0.00120567;1.675595483;0.002328584;32.5793762207;1039.4311523438;17.992571833333372;76.96271286666662;2.64;2023-01-02T10:00:00Z
5.8e-05;0.010410071;0.00125122;1.630902242;0.002569608;32.8393249512;975.8577880859;14.30451033333336;95.87840971666664;2.64;2023-01-02T11:00:00Z
6.13e-05;0.009834734;0.001227239;1.774919688;0.002445138;33.2325134277;936.6221923828;0.0;139.82223373333326;2.64;2023-01-02T12:00:00Z
6.06e-05;0.010538758;0.00126521;1.614146546;0.002416024;33.2779846191;800.3200073242;7.833787333333333;157.52723966666662;2.64;2023-01-02T13:00:00Z
6.23e-05;0.011281147;0.001163895;1.67574753;0.002604795;32.6509094238;643.8577880859;12.597475000000012;150.12266848333323;2.64;2023-01-02T14:00:00Z
6.28e-05;0.010803148;0.001229318;1.591070104;0.002741182;33.3243408203;473.9555664062;8.694863000000002;138.28334955;2.64;2023-01-02T15:00:00Z
5.88e-05;0.010316752;0.001280487;1.700915869;0.002651464;33.0522155762;315.200012207;33.9226196666667;98.92084226666664;2.64;2023-01-02T16:00:00Z
6.23e-05;0.00995436;0.001247375;1.658124967;0.002335728;31.1547851562;102.186668396;26.143141333333368;56.150200650000095;2.64;2023-01-02T17:00:00Z
5.99e-05;0.010027522;0.001348235;1.6749021;0.002377652;28.5947265625;3.7333333492;2.103952000000003;62.44256683333343;2.64;2023-01-02T18:00:00Z
6.27e-05;0.011298153;0.001243358;1.769719185;0.002484607;27.5005187988;0.0;11.531834666666692;49.9128522166667;2.64;2023-01-02T19:00:00Z
6.62e-05;0.010443129;0.001231325;1.700556415;0.002583573;25.969543457;0.0;10.397772000000026;46.126844050000045;2.64;2023-01-02T20:00:00Z
6.14e-05;0.010084898;0.001198461;1.727116902;0.002275379;25.6904602051;0.0;0.0;35.845912216666704;2.64;2023-01-02T21:00:00Z
6.03e-05;0.010516102;0.001253115;1.786942142;0.002316576;23.1573181152;0.0;0.0;14.586590950000016;2.64;2023-01-02T22:00:00Z
6.48e-05;0.01151055;0.001309287;1.655637198;0.002410366;22.4861755371;0.0;0.0;4.585899333333336;2.64;2023-01-02T23:00:00Z
5.94e-05;0.010479249;0.001261047;1.710589807;0.002667306;21.2794494629;0.0;0.0;2.730113066666668;2.64;2023-01-03T00:00:00Z
6.34e-05;0.010738127;0.001190776;1.714940653;0.002421563;20.7725524902;0.0;0.0;6.975091500000006;2.64;2023-01-03T01:00:00Z
6.11e-05;0.010573005;0.001341055;1.642419857;0.002580262;20.0143432617;0.0;0.0;9.252576316666676;2.64;2023-01-03T02:00:00Z
6.63e-05;0.010233203;0.001282714;1.581510432;0.002437843;20.0063781738;0.0;0.0;10.49806858333334;2.64;2023-01-03T03:00:00Z
5.92e-05;0.009821605;0.001179328;1.616964917;0.002499162;20.7546081543;0.0;0.0;11.29373468333334;2.64;2023-01-03T04:00:00Z
5.5e-05;0.010234717;0.001237071;1.653527361;0.002497064;21.4501037598;55.2711105347;0.4940840000000008;18.69757903333335;2.64;2023-01-03T05:00:00Z
6.22e-05;0.010307868;0.001203786;1.883823018;0.002404303;24.3823852539;265.1555480957;11.258506000000027;30.1343648833334;2.64;2023-01-03T06:00:00Z
6.16e-05;0.0107222;0.001245969;1.718559157;0.002532202;26.3127746582;511.3955688477;25.36693500000007;28.00076793333338;2.64;2023-01-03T07:00:00Z
6.18e-05;0.010853637;0.001211535;1.540019774;0.002571898;28.8889465332;709.8844604492;38.60024800000002;37.31563928333334;2.64;2023-01-03T08:00:00Z
6.51e-05;0.010901616;0.001249195;1.720066814;0.0021925;30.5772705078;914.5955810547;14.428978666666698;62.36276493333333;2.64;2023-01-03T09:00:00Z
6.54e-05;0.01056541;0.001180083;1.766466304;0.002400156;32.5241699219;1019.1466674805;17.905685333333373;68.09030293333332;2.64;2023-01-03T10:00:00Z
5.77e-05;0.010877678;0.001257175;1.771406119;0.002490208;32.7171936035;933.0133056641;15.65352750000003;110.1045823833333;2.64;2023-01-03T11:00:00Z
6.13e-05;0.010023751;0.001235813;1.587687676;0.002527287;32.6080932617;749.1022338867;0.0;146.7968290666666;2.64;2023-01-03T12:00:00Z
6.33e-05;0.011069202;0.001333751;1.692291861;0.002493204;32.9727783203;683.3599853516;7.028220666666667;155.45198548333326;2.64;2023-01-03T13:00:00Z
6.01e-05;0.010683818;0.001185641;1.646273005;0.002350687;33.0184936523;607.1466674805;7.479481999999999;144.99708426666658;2.64;2023-01-03T14:00:00Z
6.5e-05;0.01026141;0.001240649;1.707864366;0.002544627;32.0253295898;432.9955444336;11.07060000000001;139.1124309166666;2.64;2023-01-03T15:00:00Z
6.18e-05;0.010671103;0.001241175;1.723534968;0.002403164;31.2487487793;338.8800048828;43.77720033333337;93.24795411666668;2.64;2023-01-03T16:00:00Z
6.21e-05;0.010377306;0.001332289;1.609340399;0.002674005;29.7613830566;114.1333312988;24.742338666666697;55.865051266666754;2.64;2023-01-03T17:00:00Z
6.15e-05;0.011006057;0.00125057;1.668858377;0.002594491;27.6320495605;3.3777778149;2.182048000000003;62.48687803333342;2.64;2023-01-03T18:00:00Z
6.02e-05;0.011208238;0.001296679;1.777405184;0.002556132;27.1293029785;0.0;11.82427700000003;49.37360923333338;2.64;2023-01-03T19:00:00Z
6.44e-05;0.011554987;0.001249153;1.645128783;0.002601675;25.7489929199;0.0;10.850833333333355;48.03891656666672;2.64;2023-01-03T20:00:00Z
6.22e-05;0.009689325;0.001179676;1.621530867;0.002519086;25.1796264648;0.0;0.0;35.82469626666671;2.64;2023-01-03T21:00:00Z
6.54e-05;0.009664524;0.001281614;1.620559188;0.0026201;24.4290466309;0.0;0.0;15.486945300000018;2.64;2023-01-03T22:00:00Z
5.67e-05;0.010153924;0.001258514;1.830668292;0.002544291;24.0717468262;0.0;0.0;5.790484883333336;2.64;2023-01-03T23:00:00Z
6.19e-05;0.010500019;0.001239451;1.592049364;0.002541557;23.3676452637;0.0;0.0;2.7501129166666685;2.64;2023-01-04T00:00:00Z
6.07e-05;0.010873005;0.00122955;1.576789259;0.002405242;23.1241760254;0.0;0.0;6.910091933333341;2.64;2023-01-04T01:00:00Z
6.78e-05;0.01058106;0.001247641;1.658809131;0.002354083;21.2997131348;0.0;0.0;9.392575383333336;2.64;2023-01-04T02:00:00Z
6.19e-05;0.009363437;0.001249104;1.584856057;0.002362383;20.3609313965;0.0;0.0;10.417568666666671;2.64;2023-01-04T03:00:00Z
6.37e-05;0.010257185;0.001227104;1.814263492;0.002297777;18.5924377441;0.0;0.0;10.83529673333334;2.64;2023-01-04T04:00:00Z
6.03e-05;0.010847903;0.001140426;1.671923008;0.002585463;21.4350891113;55.644443512;0.4659360000000009;16.90296688333335;2.64;2023-01-04T05:00:00Z
5.99e-05;0.010536508;0.001225202;1.566668712;0.002638267;23.732635498;266.8977661133;11.720648333333363;30.8602779833334;2.64;2023-01-04T06:00:00Z
6.27e-05;0.010813547;0.001283931;1.67589099;0.002661642;25.3807067871;491.9644470215;34.45208366666673;33.57887076666672;2.64;2023-01-04T07:00:00Z
6.44e-05;0.010300871;0.001291644;1.782043896;0.002455048;28.0010681152;720.5510864258;37.75542600000004;41.50820278333335;2.64;2023-01-04T08:00:00Z
6.22e-05;0.010312105;0.001208388;1.584921357;0.002568905;29.444732666;905.7244262695;14.302239000000023;62.23436723333333;2.64;2023-01-04T09:00:00Z
6.22e-05;0.010513834;0.001170578;1.714757253;0.002720729;31.9380493164;1002.4533081055;14.414447333333364;74.79996839999998;2.64;2023-01-04T10:00:00Z
6.75e-05;0.010630235;0.00135434;1.805546508;0.002394576;32.3057556152;1081.5999755859;15.234294666666692;93.57932706666668;2.64;2023-01-04T11:00:00Z
5.79e-05;0.010519948;0.001290291;1.734836085;0.002708315;32.4313354492;935.3599853516;0.0;135.4815738666666;2.64;2023-01-04T12:00:00Z
5.99e-05;0.01047865;0.001129995;1.626531305;0.002405453;32.4969177246;745.0844726562;6.069308666666666;151.8080405666666;2.64;2023-01-04T13:00:00Z
6e-05;0.010067363;0.001212952;1.553132599;0.002344397;32.7846069336;619.6622314453;8.412254333333339;147.74023669999994;2.64;2023-01-04T14:00:00Z
6.2e-05;0.010613314;0.001154281;1.587421979;0.002574343;33.4789733887;490.0444335938;8.777997666666666;148.0908498666666;2.64;2023-01-04T15:00:00Z
6.42e-05;0.010480115;0.001337002;1.60772289;0.002606564;32.293762207;279.2177734375;36.32712166666671;95.43154866666664;2.64;2023-01-04T16:00:00Z
6.27e-05;0.01100494;0.001299734;1.511291857;0.002494818;30.8124694824;99.8044433594;26.21734600000003;61.06904176666677;2.64;2023-01-04T17:00:00Z
6.05e-05;0.011041103;0.001199041;1.652858595;0.002459247;28.6266784668;2.9866666794;2.1813510000000025;57.79167646666675;2.64;2023-01-04T18:00:00Z
6.6e-05;0.010513102;0.001331969;1.723877454;0.002604367;28.2631225586;0.0;12.03512933333336;49.979870683333374;2.64;2023-01-04T19:00:00Z
6.38e-05;0.010221206;0.001368817;1.599969929;0.002531309;27.3809509277;0.0;10.051313333333365;46.66944106666671;2.64;2023-01-04T20:00:00Z
5.37e-05;0.010083995;0.001206602;1.697767768;0.002397297;26.3778686523;0.0;0.0;34.619576850000044;2.64;2023-01-04T21:00:00Z
6.12e-05;0.010637237;0.001302091;1.732957312;0.002675297;24.5812683105;0.0;0.0;14.95179720000002;2.64;2023-01-04T22:00:00Z
6.33e-05;0.010456948;0.001275172;1.582565753;0.002493273;23.9854431152;0.0;0.0;4.791569166666671;2.64;2023-01-04T23:00:00Z
5.92e-05;0.010237576;0.001308851;1.699747853;0.002517254;23.6969604492;0.0;0.0;2.5251135666666658;2.64;2023-01-05T00:00:00Z
6.21e-05;0.010439373;0.001133765;1.559838608;0.002251223;23.6449279785;0.0;0.0;6.065097566666672;2.64;2023-01-05T01:00:00Z
5.78e-05;0.01009375;0.001207586;1.635881446;0.002373227;22.1598815918;0.0;0.0;8.280082800000004;2.64;2023-01-05T02:00:00Z
6.76e-05;0.010780225;0.001281388;1.800800298;0.002488879;22.358795166;0.0;0.0;9.792573033333335;2.64;2023-01-05T03:00:00Z
5.94e-05;0.010183787;0.001306368;1.674135858;0.002343855;21.8873596191;0.0;0.0;11.20344481666667;2.64;2023-01-05T04:00:00Z
6.15e-05;0.011054431;0.001229802;1.50794961;0.002551141;22.7661743164;41.368888855;0.4949520000000005;16.874343100000015;2.64;2023-01-05T05:00:00Z
5.58e-05;0.010626819;0.00131076;1.653760064;0.002475447;24.318572998;208.3555603027;11.999766000000031;31.20168191666673;2.64;2023-01-05T06:00:00Z
6.3e-05;0.010725822;0.001360956;1.690813939;0.002651768;25.374786377;459.6088867188;42.87327633333339;32.29220971666672;2.64;2023-01-05T07:00:00Z
5.88e-05;0.0098464;0.001223319;1.578665692;0.002600805;27.6537780762;632.942199707;26.33499800000003;41.15823031666668;2.64;2023-01-05T08:00:00Z
5.94e-05;0.010504887;0.001376186;1.667705865;0.002548483;29.379119873;737.8488769531;15.160337500000024;64.62329523333334;2.64;2023-01-05T09:00:00Z
6.63e-05;0.010802373;0.001327794;1.702296032;0.002441957;32.1064147949;842.5244140625;14.092873333333362;70.47154441666666;2.64;2023-01-05T10:00:00Z
6.34e-05;0.009919948;0.001287886;1.6297246;0.002243764;32.7673034668;801.493347168;12.74447850000002;103.47607191666664;2.64;2023-01-05T11:00:00Z
6.1e-05;0.010278011;0.00124675;1.641932906;0.002504398;32.9326477051;749.3688964844;0.0;136.4760943666666;2.64;2023-01-05T12:00:00Z
6.31e-05;0.010433653;0.001278272;1.63074845;0.002372865;32.1568908691;513.7600097656;6.372441333333336;156.9158199333333;2.64;2023-01-05T13:00:00Z
5.89e-05;0.009701501;0.001349233;1.64626756;0.002537069;32.2090148926;491.2711181641;8.473585666666674;148.7534230833333;2.64;2023-01-05T14:00:00Z
6.34e-05;0.010580812;0.001141742;1.699888451;0.002503604;31.9162902832;374.9511108398;11.216792666666676;135.87244309999994;2.64;2023-01-05T15:00:00Z
5.98e-05;0.010857375;0.001280579;1.793090539;0.002362086;31.1378479004;180.6222229004;33.7740006666667;96.74058864999998;2.64;2023-01-05T16:00:00Z
6.17e-05;0.009969002;0.001250917;1.619327334;0.002369977;28.8563842773;64.9599990845;32.06022000000003;64.42803146666677;2.64;2023-01-05T17:00:00Z
6.5e-05;0.010599243;0.001205904;1.692552985;0.002287323;26.595123291;2.73777771;2.0422950000000037;58.807182566666754;2.64;2023-01-05T18:00:00Z
6.25e-05;0.009733186;0.00123308;1.663329357;0.002578918;25.6141052246;0.0;12.243607333333356;48.182053600000046;2.64;2023-01-05T19:00:00Z
5.81e-05;0.010396513;0.001209648;1.676705178;0.002341495;23.5930480957;0.0;9.69152933333336;44.884037550000045;2.64;2023-01-05T20:00:00Z
6.13e-05;0.009575119;0.001332517;1.635979845;0.00263764;23.1023254395;0.0;0.0;34.51073783333339;2.64;2023-01-05T21:00:00Z
6.04e-05;0.011000738;0.001255711;1.727997321;0.002364016;22.2483215332;0.0;0.0;15.40778318333335;2.64;2023-01-05T22:00:00Z
5.63e-05;0.010629636;0.001213415;1.627068966;0.002639717;21.6757507324;0.0;0.0;4.859900000000003;2.64;2023-01-05T23:00:00Z
6.78e-05;0.010403845;0.001278714;1.677597133;0.002446947;21.2543640137;0.0;0.0;1.867618033333333;2.64;2023-01-06T00:00:00Z
5.98e-05;0.010012937;0.001265544;1.67370235;0.002342899;20.68359375;0.0;0.0;4.872605516666671;2.64;2023-01-06T01:00:00Z
6.79e-05;0.011080081;0.001163053;1.543234465;0.002560565;20.1797790527;0.0;0.0;8.26758288333334;2.64;2023-01-06T02:00:00Z
6.23e-05;0.011441199;0.001130299;1.678330886;0.00262107;19.7548522949;0.0;0.0;9.792573250000007;2.64;2023-01-06T03:00:00Z
6.12e-05;0.009448968;0.001291327;1.563921114;0.002477939;19.0361633301;0.0;0.0;11.832126866666671;2.64;2023-01-06T04:00:00Z
6.72e-05;0.011060502;0.0012916;1.521513554;0.00234578;21.5461730957;51.4666671753;0.4465920000000005;18.29175430000002;2.64;2023-01-06T05:00:00Z
5.8e-05;0.011264401;0.00115203;1.727539755;0.002480802;23.5896606445;241.7244415283;11.523935000000032;33.708871283333394;2.64;2023-01-06T06:00:00Z
6.45e-05;0.010592714;0.001197472;1.636508846;0.002780375;25.027557373;482.364440918;34.71616200000007;35.14898126666672;2.64;2023-01-06T07:00:00Z
6.27e-05;0.009792048;0.001272765;1.714862128;0.002513946;28.8968200684;593.9910888672;32.043796666666694;45.94694410000002;2.64;2023-01-06T08:00:00Z
6.55e-05;0.010866326;0.001232721;1.544220447;0.0026128;29.9605407715;812.4266967773;15.025230000000024;58.26600104999999;2.64;2023-01-06T09:00:00Z
6.05e-05;0.010322437;0.001286366;1.565992575;0.002551249;31.0309753418;955.2533569336;18.84825633333337;82.06296544999998;2.64;2023-01-06T10:00:00Z
5.61e-05;0.010102125;0.001114962;1.902789817;0.002570481;31.733001709;895.2888793945;16.978965333333367;113.57074161666664;2.64;2023-01-06T11:00:00Z
6.63e-05;0.009776011;0.001215117;1.744306457;0.002348354;32.3925476074;937.4222412109;0.0;147.09108204999993;2.64;2023-01-06T12:00:00Z
6.71e-05;0.010703405;0.001211451;1.748583018;0.002504039;32.9340515137;883.4133300781;6.2711320000000015;152.89889228333325;2.64;2023-01-06T13:00:00Z
6.24e-05;0.010829587;0.001278056;1.752158872;0.002535786;33.6717224121;699.0222167969;9.324797000000004;140.1058291166666;2.64;2023-01-06T14:00:00Z
6.17e-05;0.010091911;0.001286391;1.507558152;0.00246019;33.3936462402;561.0844726562;8.602900000000005;127.85368443333329;2.64;2023-01-06T15:00:00Z
6.39e-05;0.0106878;0.001241869;1.672580733;0.002669587;32.7745056152;309.1911010742;35.217002666666694;89.92696898333332;2.64;2023-01-06T16:00:00Z
6.31e-05;0.009820656;0.001319973;1.67386202;0.002223574;29.3760070801;94.2222213745;28.49341933333336;56.49270575000008;2.64;2023-01-06T17:00:00Z
6.48e-05;0.010834303;0.001316399;1.574041923;0.002203351;28.0471496582;4.088889122;2.315885000000001;60.08389421666677;2.64;2023-01-06T18:00:00Z
6.04e-05;0.01044092;0.001249768;1.687839024;0.002482367;26.9084472656;0.0;12.281622333333363;50.30284143333337;2.64;2023-01-06T19:00:00Z
6.16e-05;0.010319495;0.001225323;1.591502647;0.002324608;23.6292419434;0.0;10.595986333333355;45.848428783333375;2.64;2023-01-06T20:00:00Z
6.62e-05;0.010363674;0.001174866;1.609544881;0.002301995;23.5679016113;0.0;0.0;35.506660150000044;2.64;2023-01-06T21:00:00Z
6.62e-05;0.010869212;0.001208443;1.650396174;0.002375447;23.539276123;0.0;0.0;14.363985783333348;2.64;2023-01-06T22:00:00Z
5.91e-05;0.010807506;0.00126093;1.700652825;0.002665564;22.5252075195;0.0;0.0;4.5349052000000025;2.64;2023-01-06T23:00:00Z
6.35e-05;0.01069243;0.001260217;1.57478254;0.0024814;21.5386657715;0.0;0.0;2.4026129000000003;2.64;2023-01-07T00:00:00Z
6.22e-05;0.010488386;0.001219977;1.63135233;0.002615088;21.4746704102;0.0;0.0;6.735093100000003;2.64;2023-01-07T01:00:00Z
6.48e-05;0.010457199;0.00124406;1.846659753;0.002502508;21.1582336426;0.0;0.0;9.822572516666671;2.64;2023-01-07T02:00:00Z
5.55e-05;0.01073874;0.001235645;1.650241356;0.002651973;21.1406860352;0.0;0.0;10.127571000000003;2.64;2023-01-07T03:00:00Z
6.29e-05;0.010537758;0.001317931;1.676482716;0.002293668;20.8715209961;0.0;0.0;12.113163500000006;2.64;2023-01-07T04:00:00Z
6.18e-05;0.010772162;0.001259991;1.655195505;0.002436;20.8694152832;34.3288879395;0.4308440000000006;19.21242923333335;2.64;2023-01-07T05:00:00Z
6.28e-05;0.010255148;0.001253671;1.700398041;0.00250375;23.8266296387;225.4933319092;11.89691700000003;30.95311921666672;2.64;2023-01-07T06:00:00Z
6.69e-05;0.009148522;0.001212072;1.567270337;0.002632986;25.6293640137;392.5333251953;42.20213833333339;36.51101848333338;2.64;2023-01-07T07:00:00Z
5.69e-05;0.010957721;0.001189446;1.732357647;0.002534661;27.5199279785;592.3733520508;38.563154333333365;50.44168321666668;2.64;2023-01-07T08:00:00Z
5.87e-05;0.011555719;0.001188663;1.685965802;0.002616062;28.9557189941;799.8400268555;14.356189166666695;66.4606112333333;2.64;2023-01-07T09:00:00Z
6.2e-05;0.010646544;0.001202657;1.701528224;0.002589421;30.5187072754;1035.9466552734;14.505624000000031;82.51161866666664;2.64;2023-01-07T10:00:00Z
5.96e-05;0.010364502;0.001232292;1.773548514;0.002501352;31.883605957;1087.0043945312;14.06639033333336;100.17207946666664;2.64;2023-01-07T11:00:00Z
6.25e-05;0.010345602;0.001330523;1.624899006;0.00245484;32.2147216797;930.8088989258;0.0;126.81568533333328;2.64;2023-01-07T12:00:00Z
6.44e-05;0.010354659;0.001263657;1.758844165;0.002525876;29.9377746582;519.9466552734;8.612402000000005;148.4152479833333;2.64;2023-01-07T13:00:00Z
6.17e-05;0.010425734;0.001282185;1.618602381;0.002476756;27.285369873;479.111114502;10.89850833333334;143.63350754999996;2.64;2023-01-07T14:00:00Z
6.33e-05;0.009832282;0.001193351;1.659149616;0.002467043;27.0465393066;391.8577880859;9.405961666666672;136.6992931666666;2.64;2023-01-07T15:00:00Z
6.69e-05;0.010147347;0.001212804;1.704097476;0.002508813;27.7243347168;295.8577880859;21.685025000000024;95.96223706666665;2.64;2023-01-07T16:00:00Z
6.67e-05;0.009897382;0.001274503;1.768212426;0.00265847;27.0035705566;98.631111145;28.54526800000004;57.53186851666676;2.64;2023-01-07T17:00:00Z
5.77e-05;0.01054625;0.001261758;1.56219899;0.002433753;26.2924499512;4.1244444847;2.1754580000000026;61.21282223333343;2.64;2023-01-07T18:00:00Z
6.06e-05;0.010262166;0.001202979;1.588970281;0.002545281;25.3063354492;0.0;11.349246333333364;49.39006825000005;2.64;2023-01-07T19:00:00Z
6.89e-05;0.010674589;0.001274431;1.696364874;0.002465182;24.6452331543;0.0;9.596586333333368;45.31355993333337;2.64;2023-01-07T20:00:00Z
6.13e-05;0.010325675;0.00124501;1.631365243;0.002404677;23.9896240234;0.0;0.0;34.214361400000044;2.64;2023-01-07T21:00:00Z
6.16e-05;0.010930383;0.001312376;1.736093438;0.002382238;21.8565979004;0.0;0.0;14.863267066666683;2.64;2023-01-07T22:00:00Z
6.36e-05;0.010527882;0.001215117;1.623782763;0.002447728;21.0645446777;0.0;0.0;5.04823111666667;2.64;2023-01-07T23:00:00Z
6.05e-05;0.011557656;0.001330881;1.524453416;0.002312596;20.5460510254;0.0;0.0;0.0;2.64;2023-01-08T00:00:00Z
6.19e-05;0.009428979;0.001305564;1.717881352;0.002397026;21.1717834473;0.0;0.0;0.0;2.64;2023-01-08T01:00:00Z
6.82e-05;0.010079731;0.001292665;1.602693409;0.002690369;20.991607666;0.0;0.0;0.0;2.64;2023-01-08T02:00:00Z
6.62e-05;0.010886191;0.001136565;1.654658915;0.002532517;20.3941955566;0.0;0.0;0.0;2.64;2023-01-08T03:00:00Z
6.68e-05;0.011733503;0.001317873;1.566657941;0.002407699;19.8545227051;0.0;0.0;0.2211601666666664;2.64;2023-01-08T04:00:00Z
6.26e-05;0.010287169;0.001303089;1.589051999;0.00278034;20.5710754395;48.0355567932;0.4196840000000007;6.091421350000012;2.64;2023-01-08T05:00:00Z
5.89e-05;0.010439411;0.001329335;1.592856963;0.002408271;21.3130187988;240.0355529785;11.306338666666694;16.77144966666672;2.64;2023-01-08T06:00:00Z
6.2e-05;0.010298795;0.001295561;1.640482743;0.002275215;24.7975158691;378.7555541992;51.816256666666725;16.313076116666718;2.64;2023-01-08T07:00:00Z
5.8e-05;0.011110134;0.001305212;1.579032135;0.002450598;26.6676025391;392.9244384766;37.78317533333337;1.6816666666666642;2.64;2023-01-08T08:00:00Z
6.3e-05;0.010267027;0.001231668;1.728006184;0.00246388;27.6995239258;609.7066650391;18.47994050000004;0.6132472333333292;2.64;2023-01-08T09:00:00Z
6.25e-05;0.01077087;0.001202726;1.677229266;0.002465038;29.4783630371;877.5111083984;15.777360000000035;0.6681872999999959;2.64;2023-01-08T10:00:00Z
