type;name;tech;expandable;primary;capacity;capacity_cost;from_bus_0;from_bus_1;from_bus_2;to_bus_0;to_bus_1;to_bus_2;capex;opex_fix;lifetime;lat;elevation;crop_type;sowing_date;minimal_crop_yield;tilt;pitch;xgap;frt;frb;area_apv;numpanels;kwp;gcr;ler;conversion_factor_solar-radiation-bus;conversion_factor_irrigation-bus;conversion_factor_precipitation-bus;conversion_factor_electricity-bus;conversion_factor_biomass-bus;conversion_factor_water-harvest-bus
apv-system;apv-system;mimo;False;solar-radiation;320.0;270.83;solar-radiation-bus;irrigation-bus;precipitation-bus;electricity-bus;biomass-bus;water-harvest-bus;2970.8;55.0;30.0;30.04;71.0;tomato_sunnysd;2022-07-15;0.5;30.0;2.68;0.36;0.49;0.12;3.74;85.0;38.47;0.42;1.33;ghi_kW;irrigation;tp;electricity_gen;biomass_gen;water_harvest
