e,fdir,fsr,sp,ssrd,t2m,tp,u10,u100,v10,v100
-1.39407e-05,0.0,0.5869753957,101112.1953125,0.0,279.9315185547,0.0,-3.2836456299,-6.3135681152,2.2389526367,5.2375183105
-1.33903e-05,0.0,0.5869649649,101137.21875,0.0,279.5246582031,0.0,-2.9240722656,-5.6639251709,1.9384307861,4.9235687256
-1.255e-05,0.0,0.5869707465,101114.4921875,0.0,278.9772644043,0.0,-3.2032775879,-6.1852264404,1.9860229492,4.859588623
-1.673e-05,3648.0,0.5869720578,101135.4375,52544.0,278.9627075195,0.0,-3.0099945068,-5.7128295898,2.6132049561,5.6903839111
-4.36115e-05,119168.0,0.5869609118,101175.5859375,381824.0,280.6499023438,0.0,-2.8544769287,-4.7075958252,3.0191192627,5.9150695801
-9.68142e-05,643840.0,0.5869835019,101176.765625,977024.0,282.884979248,0.0,-3.0151519775,-4.5053253174,2.8925628662,4.8984069824
-0.0001566089,997760.0,0.5869762301,101207.390625,1477632.0,285.2822875977,0.0,-2.4435882568,-3.3510437012,3.0181732178,4.3763275146
-0.0002095506,1206976.0,0.5869729519,101250.296875,1855488.0,287.5458984375,0.0,-2.3428649902,-3.0790557861,2.9191589355,4.074508667
-0.0002601475,1411392.0,0.5869603753,101184.375,2169152.0,289.4094543457,0.0,-2.3158874512,-3.0390472412,2.3410949707,3.2454681396
-0.0003075036,1713792.0,0.5869706869,101171.5234375,2435520.0,291.119934082,0.0,-2.4438323975,-3.1701507568,2.5765991211,3.5937652588
-0.000318591,1503744.0,0.5869706869,101135.390625,2359680.0,292.4505310059,0.0,-2.188949585,-2.8560028076,2.774597168,3.8397979736
-0.0003224835,1564992.0,0.5869526863,101139.234375,2283264.0,293.4072265625,0.0,-1.1012268066,-1.3963775635,2.5008087158,3.3435821533
-0.0002935471,1329088.0,0.5869504809,101132.265625,1971520.0,293.9047241211,0.0,-0.9342498779,-1.2367095947,2.1867218018,2.9330596924
-0.0002242345,727424.0,0.5869513154,101101.59375,1407040.0,293.8966064453,0.0,-1.4044647217,-1.9705505371,2.2184143066,3.3443450928
-0.0001382327,347392.0,0.5869572759,101100.109375,897280.0,293.4159545898,0.0,-1.1444549561,-2.0704193115,1.5276184082,3.4080352783
-5.99595e-05,87552.0,0.5869499445,101090.7109375,431232.0,292.3833312988,0.0,-1.2393951416,-2.2372589111,1.2809448242,3.8263702393
-1.8402e-05,1792.0,0.586951077,101081.09375,91008.0,290.3565063477,0.0,-1.5997009277,-3.18359375,1.2377319336,4.0868225098
-1.09498e-05,0.0,0.5869506001,101119.21875,0.0,287.6946105957,5.10216e-05,-1.679397583,-3.4489746094,1.2680206299,4.0084228516
-5.278e-06,0.0,0.5869508982,101148.5546875,0.0,286.1353759766,3.95775e-05,-1.4644317627,-2.4116668701,1.687713623,4.405670166
-5.0042e-06,0.0,0.5869591832,101143.40625,0.0,285.5049133301,5.722e-06,-1.5922241211,-1.9642333984,1.9477233887,5.4902191162
-3.9143e-06,0.0,0.5874279141,101139.5625,0.0,285.1510620117,0.0,-1.5233764648,-2.0973968506,1.5270385742,5.0651245117
-1.5874e-06,0.0,0.587418735,101137.375,0.0,284.1837463379,0.0,-1.1885681152,-1.5297851562,1.6940917969,4.9425964355
1.648e-07,0.0,0.5874118805,101113.75,0.0,283.0736999512,0.0,-0.6224975586,-0.2344970703,2.0732269287,4.7052154541
1.4831e-06,0.0,0.5874168277,101080.0,0.0,282.2053222656,0.0,0.8871307373,2.1047363281,2.3792419434,3.1655578613
1.3523e-06,0.0,0.5874172449,101122.9375,0.0,282.3866577148,0.0,1.765335083,4.3806915283,0.3786468506,-0.163482666
9.073e-07,0.0,0.5874755979,101134.25,0.0,282.4333496094,0.0,1.8476409912,3.1430206299,-2.2529296875,-5.4411315918
1.4734e-06,0.0,0.587559998,101179.703125,0.0,282.0615844727,4.2915e-06,1.349822998,1.9538421631,-3.6619262695,-7.9576263428
1.7961e-06,21760.0,0.5875276327,101190.171875,65344.0,282.003326416,3.8147e-06,-0.0301055908,-0.384475708,-3.7723236084,-7.797164917
-1.77848e-05,205888.0,0.587457478,101204.859375,422976.0,283.7169189453,0.0,-0.8355865479,-1.5341644287,-2.9571380615,-5.5842132568
-5.60028e-05,197376.0,0.5881264806,101267.0234375,699264.0,285.7255859375,0.0,0.1791687012,-0.03956604,-2.4912872314,-3.7038726807
-0.0001071591,422464.0,0.5879692435,101269.015625,1150080.0,287.1114501953,9.537e-07,0.7353057861,0.7942962646,-2.5905151367,-3.6383514404
-0.0001479338,638336.0,0.5875489712,101300.9296875,1453760.0,287.9614868164,1.19209e-05,1.3702087402,1.7409057617,-2.7973480225,-3.8078918457
-0.0002047436,1167552.0,0.587649703,101325.9375,1882752.0,288.7774047852,3.24249e-05,1.8187866211,2.3491668701,-2.2540283203,-3.00050354
-0.0002092263,906880.0,0.5883527994,101298.9375,1795520.0,288.7738037109,4.76837e-05,1.080947876,1.3377075195,-1.1957244873,-1.5345611572
-0.0001631246,340608.0,0.5896643996,101331.609375,1177792.0,288.0863342285,0.0003023148,2.0188903809,2.5614471436,-1.2609100342,-1.6089782715
-0.0001441767,88640.0,0.5931313634,101349.0859375,844608.0,287.2043151855,0.0004849434,3.4363708496,5.0158691406,-1.7835083008,-2.681060791
-0.0001611444,180160.0,0.5933082104,101368.34375,796480.0,286.6386108398,0.0008392334,2.51222229,4.2158355713,-0.9075012207,-1.7517700195
-9.32699e-05,15552.0,0.5932865143,101345.8359375,427776.0,286.0513916016,0.0005850792,2.4312591553,3.8215179443,-0.6619567871,-1.1220550537
-4.29726e-05,0.0,0.592890501,101361.109375,229824.0,285.6643676758,0.0001878738,2.0371246338,3.4671020508,-0.5502166748,-1.1789245605
-2.30817e-05,58432.0,0.592282176,101313.7109375,245440.0,285.4492492676,1.7643e-05,0.9495239258,2.2086791992,0.3753051758,0.1164245605
6.8005e-06,34176.0,0.592386961,101348.03125,104192.0,284.6229248047,7.6294e-06,1.4229125977,3.416885376,0.973739624,1.3220825195
1.70637e-05,0.0,0.592792809,101397.296875,0.0,284.2748413086,7.6294e-06,2.101272583,5.162902832,1.0016784668,1.5690307617
8.822e-06,0.0,0.5932033062,101442.734375,0.0,284.413269043,0.0004072189,2.4410705566,5.6714477539,0.8632202148,1.1614990234
3.4056e-06,0.0,0.5931952,101433.3125,0.0,284.2253417969,0.0010504723,2.3067932129,5.3511352539,0.8202972412,0.8079528809
1.28848e-05,0.0,0.5929924846,101436.625,0.0,283.4093017578,0.0002617836,2.5565948486,6.0632629395,1.2225952148,1.8191223145
1.35428e-05,0.0,0.5929961801,101455.921875,0.0,283.2238464355,2.861e-06,3.2125091553,7.0182189941,0.1673736572,-0.5105895996
1.50527e-05,0.0,0.592995584,101442.5546875,0.0,283.1160888672,0.0,3.0393066406,6.5018157959,-0.262512207,-1.835067749
1.35221e-05,0.0,0.5929964781,101412.2421875,0.0,282.9490356445,4.768e-07,3.0697174072,6.1042938232,-0.9807128906,-3.0844573975
2.2042e-06,0.0,0.5929785371,101432.171875,0.0,282.3295898438,3.3379e-06,3.1306915283,5.6719055176,-1.5009307861,-3.5515136719
-8.3335e-06,0.0,0.5928704739,101453.21875,0.0,281.686920166,9.537e-07,3.3238525391,5.7517700195,-1.5606536865,-3.3805236816
-9.6951e-06,0.0,0.592782259,101467.984375,0.0,280.8658447266,1.4305e-06,3.3284301758,5.7526092529,-1.5071258545,-3.1587677002
-2.99334e-05,10624.0,0.5925129652,101529.265625,43200.0,280.7245483398,1.9073e-06,3.4297332764,5.626159668,-1.4936828613,-2.9048461914
-4.61051e-05,48000.0,0.5919754505,101566.859375,178304.0,280.5932922363,1.43051e-05,3.8450927734,5.8518676758,-1.4376678467,-2.6393737793
-6.2763e-05,2496.0,0.5912922621,101618.3671875,238144.0,281.0569458008,1.14441e-05,4.3840942383,6.6024475098,-1.9728088379,-3.193145752
-6.23143e-05,3392.0,0.5902841091,101633.9375,240000.0,281.1017150879,2.19345e-05,4.5682373047,6.8866729736,-2.4137268066,-3.7205810547
-6.73202e-05,5120.0,0.5899486542,101679.46875,269440.0,281.3148193359,8.67844e-05,4.7327575684,7.3689422607,-2.7172241211,-4.4114227295
-6.77877e-05,1344.0,0.5909330845,101731.515625,268032.0,281.5282592773,0.0001401901,4.0860137939,6.3662567139,-2.3150634766,-4.0091400146
-8.19771e-05,25536.0,0.5930451751,101752.8671875,355840.0,281.6944580078,0.000234127,4.2551116943,6.5352630615,-3.0010375977,-4.9907531738
-9.9248e-05,15680.0,0.5930191278,101794.0859375,406464.0,281.6521606445,0.0005083084,3.3608551025,5.0912780762,-3.6439208984,-5.9256134033
-0.0001042723,8448.0,0.5923213959,101816.6953125,397952.0,281.4660339355,0.0003099442,1.9373168945,2.7521209717,-4.6026611328,-7.4064788818
-0.0001134251,69952.0,0.5911633372,101871.671875,563200.0,281.3092956543,4.3869e-05,1.0484466553,1.2962341309,-4.2286376953,-6.6466674805
-7.51705e-05,27840.0,0.590308845,101949.65625,425792.0,280.8471679688,1.9073e-06,0.6113128662,0.6929626465,-4.3647155762,-6.7576141357
-6.4149e-05,26112.0,0.5896608829,101990.78125,355712.0,280.3464355469,1.9073e-06,-0.1395263672,-0.4173736572,-5.2395324707,-7.7961120605
-4.51477e-05,13312.0,0.5891427994,102076.75,143424.0,279.7621765137,9.537e-07,-0.5149383545,-0.9336700439,-5.3709564209,-8.0567626953
-3.71817e-05,0.0,0.58876127,102155.5703125,28736.0,279.3377075195,4.768e-07,-0.8043212891,-1.4698181152,-5.0648498535,-7.7413330078
-3.04801e-05,0.0,0.5884762406,102238.046875,0.0,278.9536743164,4.768e-07,-1.2401733398,-2.2543487549,-4.8871612549,-7.4754180908
-2.92507e-05,0.0,0.5882226229,102318.609375,0.0,278.5219116211,4.768e-07,-1.2882232666,-2.3163452148,-4.9141387939,-7.4995880127
-2.85832e-05,0.0,0.5880213976,102377.4453125,0.0,278.1581726074,5.2452e-06,-1.5346679688,-2.5326690674,-5.1211547852,-7.7283172607
-2.85737e-05,0.0,0.5878216624,102452.296875,0.0,277.4659423828,3.8147e-06,-1.7873382568,-2.9225158691,-5.2615356445,-7.8409881592
-2.65543e-05,0.0,0.5876483321,102488.765625,0.0,276.7208251953,4.768e-07,-1.853515625,-3.0736694336,-5.0599060059,-7.6775360107
-2.52048e-05,0.0,0.5875234604,102521.453125,0.0,275.9860839844,0.0,-1.893157959,-3.277633667,-4.8881072998,-7.5934143066
-2.36817e-05,0.0,0.5874376893,102523.734375,0.0,275.5147705078,0.0,-2.1058502197,-3.5428009033,-4.6017913818,-7.0456695557
-2.14244e-05,0.0,0.5873559117,102586.1484375,0.0,275.237701416,0.0,-2.3664855957,-4.0634307861,-4.1322174072,-6.4771118164
-1.91086e-05,0.0,0.5872825384,102632.4453125,0.0,274.9768066406,0.0,-2.4325408936,-4.2058563232,-3.6397247314,-5.7273254395
-1.72828e-05,0.0,0.5872277021,102671.4375,0.0,274.9848022461,9.537e-07,-2.239364624,-3.9270477295,-3.2476501465,-5.2182006836
-2.05254e-05,16000.0,0.5871877074,102736.25,61888.0,275.1506958008,4.2915e-06,-2.4139099121,-4.032333374,-3.0716247559,-4.7489776611
-4.80572e-05,138112.0,0.5871604681,102780.6796875,375680.0,276.2286682129,5.2452e-06,-2.9543457031,-4.4465179443,-3.1369628906,-4.5353240967
-8.06176e-05,458880.0,0.5871070027,102832.421875,826624.0,277.4641723633,0.0,-3.2779998779,-4.7035064697,-3.3279876709,-4.601272583
-0.0001250315,746944.0,0.5870480537,102850.265625,1300096.0,279.1246337891,0.0,-3.1103668213,-4.3167572021,-3.2678833008,-4.4498138428
-0.0001773746,1259840.0,0.5870129466,102855.90625,1894016.0,280.7864379883,0.0,-2.7878723145,-3.8027496338,-3.251159668,-4.3937988281
-0.0002113441,1317376.0,0.5869736075,102830.3359375,2112704.0,282.2152099609,0.0,-1.9136810303,-2.5937194824,-3.0377349854,-4.0027923584
-0.0002462056,1539264.0,0.5869802833,102832.65625,2317952.0,283.1338500977,0.0,-1.8248138428,-2.4451599121,-3.3535003662,-4.4067840576
-0.0002579263,1469248.0,0.5869907141,102817.828125,2257216.0,284.1467285156,0.0,-1.8637084961,-2.5039215088,-3.6316680908,-4.7774963379
-0.0002627473,1411264.0,0.5869921446,102797.5625,2196928.0,284.6672973633,0.0,-1.3613891602,-1.8757476807,-3.8312683105,-5.0730895996
-0.0002669771,1834496.0,0.5869894028,102768.65625,2240192.0,285.2170715332,0.0,-1.1597137451,-1.6255493164,-3.8901977539,-5.1977996826
-0.0002260874,1383104.0,0.5869840384,102730.375,1746816.0,285.2282104492,0.0,-1.1232910156,-1.5690002441,-3.8115692139,-5.1662445068
-0.0001736742,940544.0,0.5869790912,102705.984375,1231680.0,284.7876586914,0.0,-1.2687683105,-1.8525238037,-3.7644195557,-5.2806396484
-0.0001063107,432704.0,0.5869631171,102702.9453125,646016.0,283.8910522461,0.0,-1.2170257568,-2.1926574707,-3.2108154297,-5.3033599854
-4.32001e-05,85888.0,0.5869630575,102731.984375,164800.0,282.6770629883,0.0,-1.247833252,-2.7565307617,-2.9675445557,-5.7662658691
-2.00807e-05,0.0,0.5869649649,102811.515625,64.0,280.4234008789,0.0,-1.3365325928,-3.1749267578,-3.0623168945,-6.1101989746
-1.73165e-05,0.0,0.586959362,102827.53125,0.0,278.6350097656,0.0,-1.2691802979,-3.2031402588,-2.8963165283,-5.8974609375
-1.43999e-05,0.0,0.5869532824,102809.625,0.0,277.1822509766,0.0,-1.3138122559,-3.4124298096,-2.520111084,-5.3007354736
-1.14322e-05,0.0,0.5869507194,102784.015625,0.0,275.7500610352,0.0,-1.3828735352,-3.7046813965,-2.1031646729,-4.6823120117
-9.2923e-06,0.0,0.5869498849,102798.921875,0.0,274.7346191406,0.0,-1.0570373535,-3.4348297119,-1.8678894043,-4.2773895264
-8.7079e-06,0.0,0.5869499445,102760.7734375,0.0,273.9107055664,0.0,-0.957824707,-3.2310028076,-1.7814941406,-3.9718322754
-7.6159e-06,0.0,0.5869501233,102769.046875,0.0,273.1149902344,0.0,-0.7908630371,-2.9979858398,-1.6822814941,-3.9195861816
-7.1127e-06,0.0,0.5869550705,102729.703125,0.0,272.6884155273,0.0,-0.9238586426,-3.0621185303,-1.3808288574,-3.3025817871
-5.146e-06,0.0,0.5869622827,102700.125,0.0,272.3506774902,0.0,-1.5985107422,-3.0062866211,-1.5775756836,-2.3570098877
-3.9716e-06,0.0,0.586997211,102657.1171875,0.0,272.5235290527,0.0,-1.532989502,-2.5548706055,-1.0169677734,-1.5467529297
-4.5912e-06,24256.0,0.5870212913,102645.4765625,97664.0,272.1660766602,0.0,-0.4399871826,-1.6717071533,-1.0791015625,-1.6997833252
-2.4342e-05,219072.0,0.5870084763,102657.953125,488640.0,275.3876342773,0.0,0.3006591797,-0.5401000977,-1.4349975586,-2.7650299072
-6.91283e-05,618240.0,0.5869909525,102638.8125,1023232.0,278.4954833984,0.0,0.4855041504,0.3793029785,-1.28125,-1.9917602539
-0.0001152318,795584.0,0.5869752169,102606.09375,1394496.0,281.0455627441,0.0,0.3579864502,0.2832183838,-1.491394043,-2.052734375
-0.0001614401,823296.0,0.5869624019,102544.7421875,1693952.0,283.0523681641,0.0,0.4005737305,0.3748779297,-1.7361602783,-2.3050842285
-0.0002256508,1477312.0,0.5869550705,102448.171875,2221760.0,284.5853881836,0.0,0.5343475342,0.5669403076,-1.9300689697,-2.5267486572
-0.0002839074,2065856.0,0.586951673,102395.5,2619136.0,285.9656982422,0.0,0.3791503906,0.3549499512,-2.5836791992,-3.383972168
-0.0003096722,2290368.0,0.5869525671,102309.34375,2703744.0,286.5424804688,0.0,0.3848266602,0.3987426758,-2.7444915771,-3.5700531006
-0.0003072431,2126656.0,0.5869544148,102221.28125,2557312.0,287.1019897461,0.0,0.0217895508,0.0496826172,-2.8843078613,-3.7393035889
-0.0002837118,1875392.0,0.5869547725,102155.21875,2255360.0,287.4389038086,0.0,-0.3438568115,-0.478012085,-2.8701171875,-3.7379608154
-0.0002362828,1440192.0,0.5869523287,102093.28125,1795904.0,287.3840332031,0.0,-0.4472808838,-0.6771392822,-2.7376708984,-3.6301269531
-0.0001742691,975872.0,0.586950779,102015.984375,1266304.0,287.0733947754,0.0,-0.4192657471,-0.6650695801,-2.7365875244,-3.7593688965
-9.59148e-05,463360.0,0.5869508386,101984.765625,672256.0,286.1672973633,0.0,-0.5547332764,-1.2983093262,-2.037612915,-4.1570129395
-2.80866e-05,89600.0,0.586953342,101988.625,172864.0,284.1479492188,0.0,-1.2199859619,-3.0249786377,-2.1466674805,-4.7611694336
-1.37314e-05,0.0,0.5869566202,102000.2421875,192.0,282.2320251465,0.0,-1.9144744873,-4.5581665039,-2.2159881592,-4.6759033203
-1.13393e-05,0.0,0.5869525671,101970.328125,0.0,280.4571533203,0.0,-1.7829742432,-4.5109710693,-1.8925476074,-4.1245727539
-8.4455e-06,0.0,0.5869511366,101940.6875,0.0,278.882019043,0.0,-1.4588165283,-4.0730133057,-1.7734069824,-4.0217590332
-6.4916e-06,0.0,0.5869504213,101907.640625,0.0,277.1948547363,0.0,-1.236114502,-3.6437072754,-1.9029388428,-4.3925018311
-4.9388e-06,0.0,0.5869500637,101865.03125,0.0,275.9067993164,0.0,-0.9502410889,-3.0937805176,-1.676361084,-3.9595489502
-3.7686e-06,0.0,0.5869503021,101834.8203125,0.0,274.9470214844,0.0,-0.909576416,-2.9885101318,-1.7163696289,-3.9156646729
-3.0217e-06,0.0,0.5869528055,101774.8828125,0.0,274.1394042969,0.0,-0.7171478271,-2.7406616211,-1.8262939453,-3.9546203613
-2.5197e-06,0.0,0.5869594216,101721.03125,0.0,273.5081176758,0.0,-0.6749420166,-2.6122283936,-1.7415924072,-3.9660186768
-2.0373e-06,0.0,0.5869689584,101670.34375,0.0,273.3803710938,0.0,-0.8090515137,-2.7431030273,-1.6567840576,-3.8691101074
-1.5136e-06,0.0,0.5869815946,101642.03125,0.0,273.3207397461,0.0,-0.97605896,-2.8672943115,-1.6514129639,-3.6707458496
-5.1726e-06,52928.0,0.586995542,101639.046875,112704.0,274.2471923828,0.0,-1.1449584961,-3.1485137939,-1.7082061768,-3.3899688721
-2.70763e-05,356480.0,0.5869914889,101635.2109375,556736.0,276.9808349609,0.0,-1.2327575684,-2.6921081543,-1.6091461182,-2.8499755859
-7.15351e-05,826944.0,0.5869807601,101625.03125,1115648.0,279.6757202148,0.0,-1.2537078857,-1.8562164307,-1.4375,-1.9327697754
-0.0001292354,1320896.0,0.5869763494,101613.390625,1667904.0,281.8600158691,0.0,-1.0889282227,-1.531539917,-1.3360290527,-1.6813354492
-0.0001921365,1761600.0,0.5869677067,101581.125,2144064.0,283.8498535156,0.0,-0.8975830078,-1.2626342773,-1.437286377,-1.7749176025
-0.0002485048,2083392.0,0.586954236,101475.09375,2491648.0,285.3239746094,0.0,-1.178604126,-1.5592193604,-1.6528625488,-2.0562438965
-0.00028771,2262144.0,0.5869515538,101429.6796875,2682688.0,286.2981872559,0.0,-1.0193939209,-1.3185424805,-1.8795776367,-2.3792724609
-0.0003047741,2281536.0,0.5869502425,101373.046875,2701504.0,287.1207885742,0.0,-0.8837280273,-1.1678161621,-2.3179931641,-2.9428100586
-0.0002989294,2158528.0,0.5869553089,101295.75,2555264.0,287.6876220703,0.0,-0.9868469238,-1.257598877,-2.6943817139,-3.4568023682
-0.0002714181,1860416.0,0.5869582891,101249.96875,2231488.0,287.8818969727,0.0,-1.0841522217,-1.4182739258,-2.8486480713,-3.6939697266
-0.0002277815,1432960.0,0.5869585276,101197.2265625,1780480.0,287.9713134766,0.0,-0.9830169678,-1.3363494873,-2.9515380859,-3.8995056152
-0.0001699012,922944.0,0.586956799,101162.3125,1219264.0,287.5209350586,0.0,-1.1956787109,-1.6885986328,-2.9669952393,-4.1091766357
-9.99314e-05,418944.0,0.5869504809,101144.390625,647936.0,286.5565185547,0.0,-1.2139129639,-2.385269165,-2.3119049072,-4.1862945557
-3.55016e-05,87232.0,0.5869525671,101128.4609375,177024.0,284.9264526367,0.0,-1.2083740234,-3.0671386719,-2.3226623535,-4.8905792236
-1.61415e-05,0.0,0.586956501,101141.953125,448.0,283.0023803711,0.0,-1.2520751953,-3.4148254395,-2.6840057373,-5.5679321289
-1.40097e-05,0.0,0.586956799,101127.015625,0.0,281.5615844727,0.0,-1.0887908936,-3.234085083,-2.8068695068,-5.7549743652
-1.15475e-05,0.0,0.5869570374,101120.25,0.0,280.1132507324,0.0,-1.0790557861,-3.1148071289,-2.8712921143,-5.7969207764
-1.01284e-05,0.0,0.5869535804,101106.4375,0.0,278.8674926758,0.0,-1.0350189209,-3.0603790283,-2.7803497314,-5.5958099365
-8.6299e-06,0.0,0.5869507194,101057.984375,0.0,278.0616455078,0.0,-0.7067565918,-2.5333862305,-2.5379333496,-5.1822357178
-8.3253e-06,0.0,0.5869519114,101000.328125,0.0,277.7562255859,0.0,-0.3544921875,-1.9785461426,-2.7458496094,-5.4859924316
-8.4536e-06,0.0,0.5869551301,100944.1875,0.0,277.5508117676,0.0,-0.3822631836,-1.8193206787,-3.1212768555,-5.9049377441
-9.4196e-06,0.0,0.5869609118,100936.1875,0.0,277.3052368164,0.0,-0.9359283447,-2.6224060059,-3.3441925049,-6.1865692139
-9.4501e-06,0.0,0.5869621634,100928.671875,0.0,276.9500427246,0.0,-1.2770385742,-3.2847747803,-3.2590332031,-5.9121551514
-8.8543e-06,0.0,0.5869596004,100900.1171875,0.0,276.4130859375,0.0,-1.2209014893,-3.3434906006,-3.0614624023,-5.6826782227
-1.4547e-05,45056.0,0.5869544744,100917.765625,118848.0,276.4327392578,0.0,-1.4412841797,-3.3981323242,-3.3159484863,-5.8059082031
-4.22332e-05,394560.0,0.5869703889,100933.65625,589824.0,277.9610595703,0.0,-1.8194274902,-3.1067047119,-3.3620605469,-5.028213501
-9.31309e-05,881216.0,0.5869769454,100943.59375,1157504.0,279.9453735352,0.0,-2.0207824707,-3.0403137207,-3.3421783447,-4.5962982178
-0.0001442505,1204928.0,0.5869820118,100931.921875,1643008.0,281.8724975586,0.0,-1.8109130859,-2.6355438232,-3.5865936279,-4.8246307373
-0.000196042,1583424.0,0.5869994164,100933.828125,2088064.0,283.8472900391,0.0,-1.8473205566,-2.6392059326,-3.967300415,-5.3914031982
-0.0002454685,2134848.0,0.5869995952,100934.96875,2508224.0,285.0977478027,0.0,-2.052154541,-2.8116760254,-3.8342590332,-5.1130065918
-0.0002759567,2180096.0,0.5870162845,100919.0078125,2663424.0,285.9171142578,9.537e-07,-2.5162506104,-3.3959503174,-3.9319152832,-5.2256164551
-0.0002300804,923648.0,0.5870357156,100918.1640625,1772352.0,285.6966552734,5.96046e-05,-3.3724517822,-4.5462799072,-4.1605987549,-5.6450042725
-0.0002105029,562752.0,0.5870654583,100892.3359375,1495808.0,285.7076416016,6.86646e-05,-3.3976593018,-4.7311248779,-3.8029632568,-5.2473602295
-0.0002051389,544000.0,0.5870435834,100889.640625,1402112.0,285.8125915527,0.0001168251,-3.3784942627,-4.8245239258,-3.3985290527,-4.7370910645
-0.000160231,617152.0,0.5870967507,100896.6875,1081280.0,285.5816040039,1.04904e-05,-3.2027130127,-4.5848999023,-3.1006317139,-4.3328704834
-0.0001212128,245248.0,0.5870196819,100905.75,737856.0,285.3270874023,2.19345e-05,-2.8115997314,-4.2756958008,-2.6676330566,-3.8843994141
-8.65988e-05,243648.0,0.5869808793,100928.609375,536064.0,284.801940918,0.0,-1.984664917,-3.646484375,-2.075958252,-3.5410614014
-3.4672e-05,43520.0,0.5869742632,100957.6953125,141312.0,283.826171875,0.0,-1.321975708,-3.0873260498,-1.9318847656,-3.9018859863
-1.41831e-05,0.0,0.5869709253,101048.765625,640.0,281.6968994141,0.0,-1.0788116455,-2.5963897705,-2.3629150391,-4.6016845703
-1.20704e-05,0.0,0.5869688988,101090.3125,0.0,280.6713256836,0.0,-1.0500030518,-2.7046661377,-2.584197998,-5.075668335
-9.065e-06,0.0,0.5869659781,101126.90625,0.0,279.7678222656,0.0,-1.0086669922,-2.8867950439,-2.4883422852,-4.9117279053
-6.8387e-06,0.0,0.5869809389,101135.765625,0.0,280.0179138184,0.0,-0.329284668,-1.9141387939,-1.5640258789,-3.2040100098
-4.9225e-06,0.0,0.5869813561,101130.359375,0.0,279.1588745117,0.0,-0.0966949463,-1.5841674805,-1.8590393066,-3.1253204346
-5.0517e-06,0.0,0.5869829655,101098.25,0.0,278.7332763672,0.0,0.23097229,-0.5187530518,-1.3614501953,-3.1313323975
-6.3754e-06,0.0,0.5869836807,101119.953125,0.0,278.7154846191,0.0001335144,-0.3589324951,-1.2619934082,-1.8964233398,-3.8005981445
-8.3116e-06,0.0,0.5884076953,101150.8125,0.0,278.5161743164,1.81198e-05,-0.7914886475,-2.2731628418,-1.7636413574,-3.4667510986
-1.13677e-05,0.0,0.5887746811,101121.609375,0.0,278.5235290527,1.14441e-05,-0.2624053955,-2.1334533691,-1.7622528076,-3.5476989746
-1.3093e-05,0.0,0.588847816,101124.859375,0.0,278.5330200195,2.95639e-05,-0.6094360352,-2.3039550781,-2.3664550781,-5.0335388184
-1.46986e-05,8384.0,0.5887497067,101131.7890625,73280.0,278.6370239258,5.722e-06,-0.6186218262,-1.9236907959,-2.5747680664,-4.9080200195
-3.84033e-05,167104.0,0.5885411501,101154.203125,469376.0,279.4431762695,0.0,-0.8011932373,-1.9381408691,-2.4779510498,-4.446182251
-6.4248e-05,196736.0,0.5882515311,101152.734375,537600.0,280.3822937012,4.2915e-06,-0.5615997314,-1.0468444824,-2.7537841797,-4.0265960693
-0.000100614,239872.0,0.5877707005,101126.1875,888832.0,281.2733459473,2.861e-06,-0.6286621094,-0.9947662354,-3.131362915,-4.3095092773
-0.0001381787,269632.0,0.5873156786,101125.8984375,1215872.0,281.9291992188,4.81606e-05,-0.9287414551,-1.3226165771,-3.4325561523,-4.5970001221
-0.0001048578,0.0,0.588724196,101059.0625,748800.0,282.3721313477,0.0002470016,-0.9271697998,-1.3209228516,-2.2311553955,-3.0532989502
-0.0001352362,960.0,0.5893322229,101069.25,880512.0,282.9964294434,0.0003271103,0.5515289307,0.5332336426,-1.1888580322,-1.6650695801
-0.0001531921,85376.0,0.5901768208,101018.453125,941312.0,283.7328491211,0.000246048,2.0790100098,2.6704101562,-1.6748199463,-2.4410400391
-0.0001409915,50240.0,0.5884398818,100932.90625,779200.0,284.4710693359,0.0001444817,2.4147949219,3.1307373047,-4.0220184326,-5.6991119385
-0.0001336832,149952.0,0.5875234008,100838.3125,802560.0,285.2025756836,1.90735e-05,1.7060241699,2.2773895264,-4.7252502441,-6.8256378174
-0.0001502985,406464.0,0.5873037577,100788.140625,1085056.0,286.1422729492,6.1989e-06,0.7239532471,1.0662536621,-4.647644043,-7.2796325684
-0.0001075461,292096.0,0.5872241855,100800.265625,739712.0,285.7950439453,0.0,-0.2975158691,-0.4940338135,-4.8036193848,-7.592010498
-6.34918e-05,90368.0,0.5871449113,100819.2109375,361728.0,284.9663085938,0.0,-0.4734344482,-1.1864471436,-4.5212097168,-7.4718322754
-2.94605e-05,0.0,0.5871150494,100809.0625,78464.0,283.8168029785,6.6757e-06,-0.363861084,-1.273651123,-4.0625457764,-7.183807373
-2.30828e-05,0.0,0.5871156454,100836.125,576.0,282.7086791992,0.0,-0.3084411621,-1.3582305908,-3.8060150146,-6.8936309814
-2.01499e-05,0.0,0.5870856643,100833.859375,0.0,281.934967041,0.0,-0.4107666016,-1.5477752686,-3.7665100098,-6.7694549561
-1.89459e-05,0.0,0.5870589614,100825.1015625,0.0,281.3905334473,0.0,-0.844329834,-2.1273040771,-3.7063598633,-6.4685211182
