name;type;carrier;tech;capacity;capacity_cost;capacity_potential;marginal_cost;carrier_cost;efficiency;annuity;capex;opex_fix;lifetime;resource_cost;land_requirement_factor;ghg_emission_factor;water_consumption_factor;from_bus;to_bus;output_parameters;expandable
diesel-generator;conversion;energy;energy_conversion;100.0;0;inf;0;0;0.35;0.0;750.0;15.0;17.5;0.0;0.075;0.7;0.0;diesel-bus;ac-elec-bus;{};True
