name;type;carrier;tech;capacity;capacity_cost;capacity_potential;marginal_cost;carrier_cost;annuity;capex;opex_fix;lifetime;resource_cost;land_requirement_factor;ghg_emission_factor;water_consumption_factor;human_feces_bus;human_urine_bus;dry_feces_out_bus;water_out_bus;expandable;verbose_name;output_parameters
dry_toilet;dry_toilet;water;toilet;0.0;1032.8181818181818;inf;0.0;0.0;113.61;750.0;15.0;15.0;0.0;0.2;0.06;0.0;human-feces-bus;human-urine-bus;dry-feces-bus;grey-water-bus;True;Dry Toilet;"{""custom_attributes"": {""ghg_emission_factor"": 0.06, ""land_requirement_factor"": 0.2, ""water_consumption_factor"": 0.0, ""resource_cost"": 0.0, ""annuity"": 113.61}}"
