name;type;carrier;tech;capacity;capacity_cost;capacity_potential;marginal_cost;carrier_cost;annuity;capex;opex_fix;lifetime;specific_energy_consumption;efficiency;resource_cost;land_requirement_factor;ghg_emission_factor;water_consumption_factor;electricity_bus;water_in_bus;water_out_bus;expandable;verbose_name;output_parameters
DW_post_treatment;water_post_treatment;water;water-treatment;0.0;1473.0;inf;0.0;0.0;162.03;700.0;70.0;15.0;0.02;1.0;0.0;0.12;0.06;0.008;ac-elec-bus;DW_core_treatment_out_bus;drinking-water-bus;True;Chlorination;"{""custom_attributes"": {""ghg_emission_factor"": 0.06, ""land_requirement_factor"": 0.12, ""water_consumption_factor"": 0.008, ""resource_cost"": 0.0, ""annuity"": 162.03}}"
