name;type;carrier;tech;capacity;capacity_cost;capacity_potential;marginal_cost;carrier_cost;annuity;capex;opex_fix;lifetime;specific_energy_consumption;efficiency;resource_cost;land_requirement_factor;ghg_emission_factor;water_consumption_factor;electricity_bus;water_in_bus;water_out_bus;expandable;verbose_name;output_parameters
water_reuse_system;water_reuse_system;water;wastewater-treatment;0.0;36693.090909090904;inf;0.0;0.0;4036.24;25200.0;1260.0;25.0;0.9;0.9;0.0;0.2;0.5;0.04;ac-elec-bus;wwtp-op-water-bus;service-water-bus;True;Water Recycling and Reuse System;"{""custom_attributes"": {""ghg_emission_factor"": 0.5, ""land_requirement_factor"": 0.2, ""water_consumption_factor"": 0.04, ""resource_cost"": 0.0, ""annuity"": 4036.24}}"
