name;type;carrier;tech;capacity;capacity_cost;capacity_potential;marginal_cost;carrier_cost;annuity;capex;opex_fix;lifetime;specific_energy_consumption;efficiency;resource_cost;land_requirement_factor;ghg_emission_factor;water_consumption_factor;electricity_bus;water_in_bus;water_out_bus;expandable;verbose_name;brine_out_bus;output_parameters
DW_core_treatment;water_core_treatment;water;water-treatment;0.0;44369.72727272727;inf;0.0;0.0;4880.67;27600.0;830.0;12.0;1.2;0.55;0.0;0.1;0.12;0.8182;ac-elec-bus;DW_pre_treatment_out_bus;DW_core_treatment_out_bus;True;Reverse Osmosis;brine-bus;"{""custom_attributes"": {""ghg_emission_factor"": 0.12, ""land_requirement_factor"": 0.1, ""water_consumption_factor"": 0.8182, ""resource_cost"": 0.0, ""annuity"": 4880.67}}"
