name;type;carrier;tech;capacity;capacity_cost;marginal_cost;electricity_bus;water_in_bus;water_out_bus;head;power;annuity;capex;opex_fix;age;lifetime;carrier_cost;resource_cost;land_requirement_factor;ghg_emission_factor;water_consumption_factor;land_requirement;ghg_emissions;water_footprint;output_parameters;expandable;verbose_name
groundwater-pump;water-pump;water;pumping;20.0;563.4545454545454;0.0;ac-elec-bus;groundwater-bus;untreated-water-bus;51.0;4.4;61.98;400.0;15.0;0.0;20.0;0.0;0.0;2.0;0.2;0.0;0.0;0.0;0.0;"{""custom_attributes"": {""ghg_emission_factor"": 0.2, ""land_requirement_factor"": 2.0, ""water_consumption_factor"": 0.0, ""land_requirement"": 0.0, ""water_footprint"": 0.0, ""ghg_emissions"": 0.0, ""resource_cost"": 0.0, ""annuity"": 61.98}}";True;Groundwater Pump
