name;type;carrier;tech;capacity;capacity_cost;capacity_potential;marginal_cost;carrier_cost;annuity;capex;opex_fix;lifetime;specific_energy_consumption;efficiency;resource_cost;land_requirement_factor;ghg_emission_factor;water_consumption_factor;electricity_bus;water_in_bus;water_out_bus;expandable;verbose_name;output_parameters
DW_pre_treatment;water_pre_treatment;water;water-treatment;0.0;1028.4545454545453;inf;0.0;0.0;113.13;800.0;25.0;25.0;0.04;0.99;0.0;0.12;0.03;0.0;ac-elec-bus;untreated-water-bus;DW_pre_treatment_out_bus;True;Fine Screen;"{""custom_attributes"": {""ghg_emission_factor"": 0.03, ""land_requirement_factor"": 0.12, ""water_consumption_factor"": 0.0, ""resource_cost"": 0.0, ""annuity"": 113.13}}"
