name;type;carrier;tech;capacity;capacity_cost;bus;marginal_cost;resource_cost;profile;output_parameters;expandable;salinity;verbose_name
groundwater;dispatchable;water;source;0.0;0.0;groundwater-bus;0.0;0.0;1.0;"{""custom_attributes"": {""resource_cost"": 0.0}}";True;0.0;Groundwater
