source,apv-system,apv-system,apv-system,atmosphere,biomass-bus,electricity-bus,irrigation-bus,precipitation-bus,solar-radiation-bus,sun,water-harvest-bus,water-source
2022-01-05 10:00:00,92.519539,16.89142,3.2e-08,3.2e-08,92.519539,16.89142,47.146535,3.2e-08,102.65611,102.65611200000001,3.2e-08,47.146535
2022-01-05 11:00:00,180.53776,24.767233,3.2e-08,3.2e-08,180.53776,24.767233,78.211319,3.2e-08,155.29717,155.297168,3.2e-08,78.211319
2022-01-05 12:00:00,247.95655,29.94039,3.2e-08,3.2e-08,247.95655,29.94039,87.281004,3.2e-08,191.5094,191.50939520000003,3.2e-08,87.281004
2022-01-05 13:00:00,280.64011,32.106815,3.2e-08,3.2e-08,280.64011,32.106815,83.014139,3.2e-08,207.19445,207.1944544,3.2e-08,83.014139
2022-01-05 14:00:00,274.8713,31.174159,3.2e-08,3.2e-08,274.8713,31.174159,76.293487,3.2e-08,200.80404,200.8040416,3.2e-08,76.293487
2022-01-05 15:00:00,232.93485,27.145002,3.2e-08,3.2e-08,232.93485,27.145002,67.18087,3.2e-08,172.78851,172.78851199999997,3.2e-08,67.18087
2022-01-05 16:00:00,160.81627,20.349731,3.2e-08,3.2e-08,160.81627,20.349731,53.874788,3.2e-08,126.81615,126.8161536,3.2e-08,53.874788
2022-01-05 17:00:00,80.433472,11.254866,3.2e-08,3.2e-08,80.433472,11.254866,37.046162,3.2e-08,68.346333,68.3463328,3.2e-08,37.046162
2022-01-05 18:00:00,13.462445,2.2444097,3.2e-08,3.2e-08,13.462445,2.2444097,16.113939,3.2e-08,13.266512,13.266511999999999,3.2e-08,16.113939
2022-01-05 19:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,5.6663926,3.2e-08,3.2e-08,3.2e-08,3.2e-08,5.6663926
2022-01-05 20:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,6.8589407,3.2e-08,3.2e-08,3.2e-08,3.2e-08,6.8589407
2022-01-05 21:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,7.0269646,3.2e-08,3.2e-08,3.2e-08,3.2e-08,7.0269646
2022-01-05 22:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,5.0479072,3.2e-08,3.2e-08,3.2e-08,3.2e-08,5.0479072
2022-01-05 23:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,5.8246699,3.2e-08,3.2e-08,3.2e-08,3.2e-08,5.8246699
2022-01-06 00:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,7.1431676,3.2e-08,3.2e-08,3.2e-08,3.2e-08,7.1431676
2022-01-06 01:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,8.6556786,3.2e-08,3.2e-08,3.2e-08,3.2e-08,8.6556786
2022-01-06 02:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,10.060778,3.2e-08,3.2e-08,3.2e-08,3.2e-08,10.060778
2022-01-06 03:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,11.432076,3.2e-08,3.2e-08,3.2e-08,3.2e-08,11.432076
2022-01-06 04:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,12.197776,3.2e-08,3.2e-08,3.2e-08,3.2e-08,12.197776
2022-01-06 05:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,13.31856,3.2e-08,3.2e-08,3.2e-08,3.2e-08,13.31856
2022-01-06 06:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,13.037001,3.2e-08,3.2e-08,3.2e-08,3.2e-08,13.037001
2022-01-06 07:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,13.031166,3.2e-08,3.2e-08,3.2e-08,3.2e-08,13.031166
2022-01-06 08:00:00,0.65929526,0.37070086,3.2e-08,3.2e-08,0.65929526,0.37070086,13.210985,3.2e-08,2.1200128,2.1200128,3.2e-08,13.210985
2022-01-06 09:00:00,21.865444,7.2022377,3.2e-08,3.2e-08,21.865444,7.2022377,24.064754,3.2e-08,42.132064,42.132064,3.2e-08,24.064754
2022-01-06 10:00:00,87.581402,17.009827,3.2e-08,3.2e-08,87.581402,17.009827,47.120494,3.2e-08,103.16209,103.1620896,3.2e-08,47.120494
2022-01-06 11:00:00,166.38146,24.964706,3.2e-08,3.2e-08,166.38146,24.964706,82.409208,3.2e-08,155.90939,155.9093856,3.2e-08,82.409208
2022-01-06 12:00:00,237.81955,30.112051,3.2e-08,3.2e-08,237.81955,30.112051,90.914697,3.2e-08,192.15702,192.157024,3.2e-08,90.914697
2022-01-06 13:00:00,272.2108,32.217451,3.2e-08,3.2e-08,272.2108,32.217451,87.211966,3.2e-08,207.52838,207.52838400000002,3.2e-08,87.211966
2022-01-06 14:00:00,270.3198,31.296133,3.2e-08,3.2e-08,270.3198,31.296133,80.809743,3.2e-08,201.39098,201.390976,3.2e-08,80.809743
2022-01-06 15:00:00,233.34002,27.311928,3.2e-08,3.2e-08,233.34002,27.311928,70.726802,3.2e-08,173.87635,173.876352,3.2e-08,70.726802
2022-01-06 16:00:00,162.93937,20.512992,3.2e-08,3.2e-08,162.93937,20.512992,57.051731,3.2e-08,127.91917,127.91916799999998,3.2e-08,57.051731
2022-01-06 17:00:00,81.663176,11.418665,3.2e-08,3.2e-08,81.663176,11.418665,39.769267,3.2e-08,69.368387,69.3683872,3.2e-08,39.769267
2022-01-06 18:00:00,14.174513,2.3335027,3.2e-08,3.2e-08,14.174513,2.3335027,18.247986,3.2e-08,13.802845,13.8028448,3.2e-08,18.247986
2022-01-06 19:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,10.358906,3.2e-08,3.2e-08,3.2e-08,3.2e-08,10.358906
2022-01-06 20:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,5.7340353,3.2e-08,3.2e-08,3.2e-08,3.2e-08,5.7340353
2022-01-06 21:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,6.6885949,3.2e-08,3.2e-08,3.2e-08,3.2e-08,6.6885949
2022-01-06 22:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,6.8621961,3.2e-08,3.2e-08,3.2e-08,3.2e-08,6.8621961
2022-01-06 23:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,6.5958612,3.2e-08,3.2e-08,3.2e-08,3.2e-08,6.5958612
2022-01-07 00:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,7.0238338,3.2e-08,3.2e-08,3.2e-08,3.2e-08,7.0238338
2022-01-07 01:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,7.2282226,3.2e-08,3.2e-08,3.2e-08,3.2e-08,7.2282226
2022-01-07 02:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,7.89746,3.2e-08,3.2e-08,3.2e-08,3.2e-08,7.89746
2022-01-07 03:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,9.0723304,3.2e-08,3.2e-08,3.2e-08,3.2e-08,9.0723304
2022-01-07 04:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,9.272681,3.2e-08,3.2e-08,3.2e-08,3.2e-08,9.272681
2022-01-07 05:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,9.6227118,3.2e-08,3.2e-08,3.2e-08,3.2e-08,9.6227118
2022-01-07 06:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,10.336787,3.2e-08,3.2e-08,3.2e-08,3.2e-08,10.336787
2022-01-07 07:00:00,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,3.2e-08,10.450512,3.2e-08,3.2e-08,3.2e-08,3.2e-08,10.450512
2022-01-07 08:00:00,0.55213354,0.36698531,3.2e-08,3.2e-08,0.55213354,0.36698531,11.091077,3.2e-08,2.0947104,2.0947104,3.2e-08,11.091077
2022-01-07 09:00:00,20.104133,7.1668644,3.2e-08,3.2e-08,20.104133,7.1668644,21.780257,3.2e-08,41.853779,41.8537792,3.2e-08,21.780257
