name;type;carrier;tech;capacity;capacity_cost;capacity_potential;marginal_cost;carrier_cost;annuity;capex;opex_fix;lifetime;resource_cost;land_requirement_factor;ghg_emission_factor;water_consumption_factor;service_water_bus;human_feces_bus;human_urine_bus;black_water_bus;expandable;verbose_name
flush_toilet;flush_toilet;water;toilet;0.0;0.0;inf;0.0;0.0;0.0;800.0;40.0;15.0;0.0;0.15;0.075;0.009;service-water-bus;human-feces-bus;human-urine-bus;black-water-bus;True;Flush Toilet
