kpi,value
total_annual_cost_moo,120813.25303547311
total_variable_cost_moo,4989.46479104951
total_upfront_investments,536887.9890000001
land_requirement_additional,1822.4471703653085
land_requirement_total,5903.447177655701
total_water_consumption,75275.13318267597
total_indirect_water_consumption,0.0
water_scarcity_footprint,430650.0681042972
ghg_emissions_total,130107.16928614277
system_opex_total,28379.00267404951
