kpi,value
annuity_total,6586.189088682416
variable_costs_total,0.0
system_cost_total,6586.189088682416
total_upfront_investments,62085.382515000005
land_requirement_additional,211.53529581467245
land_requirement_total,211.53529581467245
total_water_footprint,2083412.684512502
