name;type;carrier;tech;capacity;capacity_cost;bus;marginal_cost;carrier_cost;head;profile;output_parameters;expandable;salinity
servicewater;dispatchable;water;source;0.0;0.0;service-water-bus;0.5;0;0;1;{};True;0
